pangoLineage,country,date,count,prev,days_to_prev,pangoLineage2,prevsO,Day,B,S,,,,,
20A.EU1,Denmark,8/3/2020,21,3,0,20A.EU2,0.75,28,1,0.012073372,,,,,
20A.EU1,Denmark,8/17/2020,67,1.425531915,0,20A.EU2,0.587719298,42,1,0.006367781,,,,,
20A.EU1,Denmark,8/31/2020,262,1.480225989,0,20A.EU2,0.596810934,56,1,0,,,,,
20A.EU1,Denmark,9/14/2020,482,1.920318725,0,20A.EU2,0.657571623,70,1,0.009225498,,,,,
20A.EU1,Denmark,9/28/2020,252,1.787234043,0,20A.EU2,0.641221374,84,1,0.002650244,,,,,
20A.EU1,Denmark,10/12/2020,327,1.151408451,0,20A.EU2,0.535188216,98,1,0.000517999,,,,,
20A.EU1,Denmark,10/26/2020,961,2.343902439,0,20A.EU2,0.700948213,112,1,0.004689888,,,,,
20A.EU1,Denmark,11/9/2020,1082,3.298780488,0,20A.EU2,0.765746638,126,1,0.154078433,,,,,
20A.EU1,Denmark,11/23/2020,2328,4.619047619,0,20A.EU2,0.818853324,140,1,0.181829139,,,,,
20A.EU1,Denmark,12/7/2020,5006,5.220020855,0,20A.EU2,0.832114362,154,1,0.077323376,,,,,
20A.EU1,Denmark,12/21/2020,4515,6.678994083,0,20A.EU2,0.846298032,168,1,0.068805617,,,,,
20A.EU1,Denmark,1/4/2021,4987,6.721024259,0,20A.EU2,0.805004036,182,1,0.08091076,,,,,
20A.EU1,Denmark,1/18/2021,3455,3.621593291,0,20I.Alpha.V1,0.706688484,196,1,0.075985751,,,,,
20A.EU1,Switzerland,8/3/2020,23,23,0,20A.EU2,0.958333333,28,1,0.012073372,,,,,
20A.EU1,Switzerland,8/17/2020,59,1.594594595,0,20A.EU2,0.614583333,42,1,0.006367781,,,,,
20A.EU1,Switzerland,8/31/2020,95,1.507936508,0,20A.EU2,0.601265823,56,1,0,,,,,
20A.EU1,Switzerland,9/28/2020,130,1.368421053,0,20A.EU2,0.577777778,84,1,0.002650244,,,,,
20A.EU1,Switzerland,10/12/2020,371,1.66367713,0,20A.EU2,0.624579125,98,1,0.000517999,,,,,
20A.EU1,Switzerland,12/7/2020,650,1.132404181,0,20A.EU2,0.524193548,154,1,0.077323376,,,,,
20A.EU1,Switzerland,12/21/2020,799,1.120617111,0,20A.EU2,0.485714286,168,1,0.068805617,,,,,
20A.EU1,Switzerland,1/4/2021,972,1.075221239,0,20A.EU2,0.438035151,182,1,0.08091076,,,,,
20A.EU1,United Kingdom,8/3/2020,163,9.055555556,0,20A.EU2,0.900552486,28,1,0.012073372,,,,,
20A.EU1,United Kingdom,8/17/2020,875,4.807692308,0,20A.EU2,0.82781457,42,1,0.006367781,,,,,
20A.EU1,United Kingdom,8/31/2020,1862,9.172413793,0,20A.EU2,0.901694915,56,1,0,,,,,
20A.EU1,United Kingdom,9/14/2020,4507,20.21076233,0,20A.EU2,0.952250158,70,1,0.009225498,,,,,
20A.EU1,United Kingdom,9/28/2020,6483,18.84593023,0,20A.EU2,0.948639157,84,1,0.002650244,,,,,
20A.EU1,United Kingdom,10/12/2020,10302,22.69162996,0,20A.EU2,0.954595997,98,1,0.000517999,,,,,
20A.EU1,United Kingdom,10/26/2020,12173,28.30930233,0,20A.EU2,0.939854849,112,1,0.004689888,,,,,
20A.EU1,United Kingdom,11/9/2020,12183,8.683535282,0,20I.Alpha.V1,0.867487895,126,1,0.154078433,,,,,
20A.EU1,United Kingdom,11/23/2020,5899,5.56509434,0,20I.Alpha.V1,0.833898784,140,1,0.181829139,,,,,
20A.EU1,United Kingdom,12/7/2020,10653,1.233842946,0,20I.Alpha.V1,0.545580252,154,1,0.077323376,,,,,
20A.EU1,Netherlands,8/3/2020,0,0,14,20A.EU2,0.892857143,28,1,0.012073372,,,,,
20A.EU1,Netherlands,8/17/2020,25,8.333333333,0,20A.EU2,0.892857143,42,1,0.006367781,,,,,
20A.EU1,Netherlands,8/31/2020,33,4.714285714,0,20A.EU2,0.825,56,1,0,,,,,
20A.EU1,Netherlands,9/14/2020,83,5.1875,0,20A.EU2,0.838383838,70,1,0.009225498,,,,,
20A.EU1,Netherlands,9/28/2020,99,2.106382979,0,20A.EU2,0.678082192,84,1,0.002650244,,,,,
20A.EU1,Netherlands,10/12/2020,153,2.637931034,0,20A.EU2,0.725118483,98,1,0.000517999,,,,,
20A.EU1,Netherlands,10/26/2020,201,4.102040816,0,20A.EU2,0.804,112,1,0.004689888,,,,,
20A.EU1,Netherlands,11/9/2020,223,4.288461538,0,20A.EU2,0.807971014,126,1,0.154078433,,,,,
20A.EU1,Netherlands,11/23/2020,231,3.08,0,20A.EU2,0.747572816,140,1,0.181829139,,,,,
20A.EU1,Netherlands,12/7/2020,332,3.32,0,20A.EU2,0.723311547,154,1,0.077323376,,,,,
20A.EU1,Netherlands,12/21/2020,429,2.979166667,0,20I.Alpha.V1,0.599162011,168,1,0.068805617,,,,,
20A.EU1,Netherlands,1/4/2021,684,2.35862069,0,20I.Alpha.V1,0.569525396,182,1,0.08091076,,,,,
20A.EU1,Netherlands,1/18/2021,734,1.366852886,0,20I.Alpha.V1,0.498302783,196,1,0.075985751,,,,,
20A.EU1,Germany,8/3/2020,0,0,14,20A.EU2,0.615384615,28,1,0.012073372,,,,,
20A.EU1,Germany,8/17/2020,16,1.6,0,20A.EU2,0.615384615,42,1,0.006367781,,,,,
20A.EU1,Germany,9/14/2020,49,4.083333333,0,20A.EU2,0.803278689,70,1,0.009225498,,,,,
20A.EU1,Germany,9/28/2020,60,10,0,20A.EU2,0.909090909,84,1,0.002650244,,,,,
20A.EU1,Germany,10/12/2020,60,2.5,0,20A.EU2,0.714285714,98,1,0.000517999,,,,,
20A.EU1,Germany,10/26/2020,64,2,0,20A.EU2,0.659793814,112,1,0.004689888,,,,,
20A.EU1,Germany,11/9/2020,105,3.387096774,0,20A.EU2,0.772058824,126,1,0.154078433,,,,,
20A.EU1,Germany,11/23/2020,177,4.657894737,0,20A.EU2,0.811926606,140,1,0.181829139,,,,,
20A.EU1,Germany,12/7/2020,239,4.192982456,0,20A.EU2,0.788778878,154,1,0.077323376,,,,,
20A.EU1,Germany,12/21/2020,203,3.5,0,20A.EU2,0.692832765,168,1,0.068805617,,,,,
20A.EU1,Germany,1/4/2021,563,3.475308642,0,20A.EU2,0.660798122,182,1,0.08091076,,,,,
20A.EU1,Germany,1/18/2021,1617,2.230344828,0,20I.Alpha.V1,0.56796628,196,1,0.075985751,,,,,
20A.EU1,Spain,8/3/2020,0,0,28,20A.EU2,0.997429306,28,1,0.012073372,,,,,
20A.EU1,Spain,8/17/2020,0,0,14,20A.EU2,0.997429306,42,1,0.006367781,,,,,
20A.EU1,Spain,8/31/2020,388,388,0,20A.EU2,0.997429306,56,1,0,,,,,
20A.EU1,Spain,9/14/2020,367,30.58333333,0,20A.EU2,0.968337731,70,1,0.009225498,,,,,
20A.EU1,Spain,9/28/2020,517,129.25,0,20A.EU2,0.992322457,84,1,0.002650244,,,,,
20A.EU1,Spain,10/12/2020,410,58.57142857,0,20A.EU2,0.980861244,98,1,0.000517999,,,,,
20A.EU1,Spain,10/26/2020,316,39.5,0,20A.EU2,0.951807229,112,1,0.004689888,,,,,
20A.EU1,Spain,11/9/2020,343,85.75,0,20A.EU2,0.974431818,126,1,0.154078433,,,,,
20A.EU1,Spain,11/23/2020,430,26.875,0,20A.EU2,0.96196868,140,1,0.181829139,,,,,
20A.EU1,Spain,12/7/2020,929,30.96666667,0,20A.EU2,0.961697723,154,1,0.077323376,,,,,
20A.EU1,Spain,12/21/2020,1069,5.538860104,0,20I.Alpha.V1,0.817278287,168,1,0.068805617,,,,,
20A.EU1,Spain,1/4/2021,981,1.320323015,0,20I.Alpha.V1,0.553924337,182,1,0.08091076,,,,,
20A.EU1,Spain,1/18/2021,1764,2.046403712,0,20I.Alpha.V1,0.650202728,196,1,0.075985751,,,,,
20A.EU1,Spain,2/1/2021,1326,1.125636672,0,20I.Alpha.V1,0.507268554,210,1,0.063385571,,,,,
20A.EU1,Italy,8/3/2020,0,0,28,20A.EU2,0.895348837,28,1,0.012073372,,,,,
20A.EU1,Italy,8/17/2020,0,0,14,20A.EU2,0.895348837,42,1,0.006367781,,,,,
20A.EU1,Italy,8/31/2020,77,8.555555556,0,20A.EU2,0.895348837,56,1,0,,,,,
20A.EU1,Italy,9/14/2020,108,15.42857143,0,20A.EU2,0.939130435,70,1,0.009225498,,,,,
20A.EU1,Italy,9/28/2020,89,22.25,0,20A.EU2,0.946808511,84,1,0.002650244,,,,,
20A.EU1,Italy,10/12/2020,142,12.90909091,0,20A.EU2,0.91025641,98,1,0.000517999,,,,,
20A.EU1,Italy,10/26/2020,285,5.377358491,0,20A.EU2,0.838235294,112,1,0.004689888,,,,,
20A.EU1,Italy,11/9/2020,177,9.833333333,0,20A.EU2,0.898477157,126,1,0.154078433,,,,,
20A.EU1,Italy,11/23/2020,195,13,0,20A.EU2,0.919811321,140,1,0.181829139,,,,,
20A.EU1,Italy,12/7/2020,437,7.406779661,0,20A.EU2,0.829222011,154,1,0.077323376,,,,,
20A.EU1,Italy,12/21/2020,475,3.442028986,0,20I.Alpha.V1,0.72519084,168,1,0.068805617,,,,,
20A.EU1,Italy,1/4/2021,534,3.086705202,0,20I.Alpha.V1,0.706349206,182,1,0.08091076,,,,,
20A.EU1,Italy,1/18/2021,333,1.040625,0,20I.Alpha.V1,0.477077364,196,1,0.075985751,,,,,
20A.EU1,Iceland,8/3/2020,0,0,42,20A.EU2,0.994722955,28,1,0.012073372,,,,,
20A.EU1,Iceland,8/17/2020,0,0,28,20A.EU2,0.994722955,42,1,0.006367781,,,,,
20A.EU1,Iceland,8/31/2020,0,0,14,20A.EU2,0.994722955,56,1,0,,,,,
20A.EU1,Iceland,9/14/2020,377,188.5,0,20A.EU2,0.994722955,70,1,0.009225498,,,,,
20A.EU1,Iceland,9/28/2020,791,791,0,20A.EU2,0.998737374,84,1,0.002650244,,,,,
20A.EU1,Iceland,10/12/2020,669,334.5,0,20A.EU2,0.997019374,98,1,0.000517999,,,,,
20A.EU1,Iceland,10/26/2020,419,69.83333333,0,20A.EU2,0.985882353,112,1,0.004689888,,,,,
20A.EU1,Iceland,11/9/2020,64,10.66666667,0,20A.EU2,0.914285714,126,1,0.154078433,,,,,
20A.EU1,Iceland,11/23/2020,138,138,0,20I.Alpha.V1,0.992805755,140,1,0.181829139,,,,,
20A.EU1,Iceland,12/7/2020,105,21,0,20A.EU2,0.92920354,154,1,0.077323376,,,,,
20A.EU1,Iceland,12/21/2020,74,6.166666667,0,20I.Alpha.V1,0.840909091,168,1,0.068805617,,,,,
20A.EU1,Iceland,1/4/2021,59,3.105263158,0,20I.Alpha.V1,0.7375,182,1,0.08091076,,,,,
20A.EU1,Ireland,8/3/2020,0,0,56,20A.EU2,0.980392157,28,1,0.012073372,,,,,
20A.EU1,Ireland,8/17/2020,0,0,42,20A.EU2,0.980392157,42,1,0.006367781,,,,,
20A.EU1,Ireland,8/31/2020,0,0,28,20A.EU2,0.980392157,56,1,0,,,,,
20A.EU1,Ireland,9/14/2020,0,0,14,20A.EU2,0.980392157,70,1,0.009225498,,,,,
20A.EU1,Ireland,9/28/2020,50,50,0,20A.EU2,0.980392157,84,1,0.002650244,,,,,
20A.EU1,Ireland,10/12/2020,76,76,0,20A.EU2,0.987012987,98,1,0.000517999,,,,,
20A.EU1,Ireland,10/26/2020,56,56,0,20A.EU2,0.98245614,112,1,0.004689888,,,,,
20A.EU1,Ireland,11/9/2020,79,39.5,0,20A.EU2,0.975308642,126,1,0.154078433,,,,,
20A.EU1,Ireland,11/23/2020,78,78,0,20A.EU2,0.987341772,140,1,0.181829139,,,,,
20A.EU1,Ireland,12/7/2020,71,6.454545455,0,20I.Alpha.V1,0.855421687,154,1,0.077323376,,,,,
20A.EU2,France,7/20/2020,18,9,0,20A.EU1,0.9,14,1,0,,,,,
20A.EU2,France,8/3/2020,51,5.666666667,0,20A.EU1,0.85,28,1,0,,,,,
20A.EU2,France,8/17/2020,72,4.235294118,0,20A.EU1,0.808988764,42,1,0,,,,,
20A.EU2,France,8/31/2020,422,4.537634409,0,20A.EU1,0.819417476,56,1,0.000776713,,,,,
20A.EU2,France,9/14/2020,281,5.978723404,0,20A.EU1,0.856707317,70,1,0,,,,,
20A.EU2,France,9/28/2020,177,4.214285714,0,20A.EU1,0.808219178,84,1,0,,,,,
20A.EU2,France,10/12/2020,457,5.7125,0,20A.EU1,0.851024209,98,1,0,,,,,
20A.EU2,France,10/26/2020,541,4.067669173,0,20A.EU1,0.800295858,112,1,0,,,,,
20A.EU2,France,11/9/2020,367,4.959459459,0,20A.EU1,0.826576577,126,1,0.146158432,,,,,
20A.EU2,France,11/23/2020,196,6.125,0,20A.EU1,0.855895197,140,1,0.187101827,,,,,
20A.EU2,France,12/7/2020,210,3.684210526,0,20A.EU1,0.78358209,154,1,0.071029575,,,,,
20A.EU2,France,12/21/2020,190,2.375,0,20I.Alpha.V1,0.555555556,168,1,0.06325272,,,,,
20A.EU2,France,1/4/2021,549,1.183189655,0,20I.Alpha.V1,0.399563319,182,1,0.091090409,,,,,
20A.EU2,Slovenia,7/20/2020,0,0,42,20A.EU1,0.882352941,14,1,0,,,,,
20A.EU2,Slovenia,8/3/2020,0,0,28,20A.EU1,0.882352941,28,1,0,,,,,
20A.EU2,Slovenia,8/17/2020,0,0,14,20A.EU1,0.882352941,42,1,0,,,,,
20A.EU2,Slovenia,8/31/2020,60,7.5,0,20A.EU1,0.882352941,56,1,0.000776713,,,,,
20A.EU2,Slovenia,9/14/2020,69,6.9,0,20A.EU1,0.873417722,70,1,0,,,,,
20A.EU2,Slovenia,9/28/2020,87,9.666666667,0,20A.EU1,0.90625,84,1,0,,,,,
20A.EU2,Slovenia,10/12/2020,86,14.33333333,0,20A.EU1,0.905263158,98,1,0,,,,,
20A.EU2,Slovenia,10/26/2020,148,21.14285714,0,21J.Delta,0.919254658,112,1,0,,,,,
20A.EU2,Slovenia,11/9/2020,22,22,0,20A.EU1,0.956521739,126,1,0.146158432,,,,,
20A.EU2,Slovenia,11/23/2020,91,2.935483871,0,20A.EU1,0.739837398,140,1,0.187101827,,,,,
20A.EU2,Slovenia,12/7/2020,86,6.142857143,0,20A.EU1,0.843137255,154,1,0.071029575,,,,,
20A.EU2,Slovenia,12/21/2020,30,6,0,20A.EU1,0.810810811,168,1,0.06325272,,,,,
20A.EU2,Slovenia,1/4/2021,35,1.458333333,0,20A.EU1,0.52238806,182,1,0.091090409,,,,,
20A.EU2,Slovenia,1/18/2021,30,1.875,0,20A.EU1,0.447761194,196,1,0.089753475,,,,,
20A.EU2,Norway,7/20/2020,0,0,56,20A.EU1,0.971428571,14,1,0,,,,,
20A.EU2,Norway,8/3/2020,0,0,42,20A.EU1,0.971428571,28,1,0,,,,,
20A.EU2,Norway,8/17/2020,0,0,28,20A.EU1,0.971428571,42,1,0,,,,,
20A.EU2,Norway,8/31/2020,0,0,14,20A.EU1,0.971428571,56,1,0.000776713,,,,,
20A.EU2,Norway,9/14/2020,34,34,0,20A.EU1,0.971428571,70,1,0,,,,,
20A.EU2,Norway,9/28/2020,22,2.2,0,20A.EU1,0.6875,84,1,0,,,,,
20A.EU2,Belgium,7/20/2020,0,0,56,20A.EU1,0.603960396,14,1,0,,,,,
20A.EU2,Belgium,8/3/2020,0,0,42,20A.EU1,0.603960396,28,1,0,,,,,
20A.EU2,Belgium,8/17/2020,0,0,28,20A.EU1,0.603960396,42,1,0,,,,,
20A.EU2,Belgium,8/31/2020,0,0,14,20A.EU1,0.603960396,56,1,0.000776713,,,,,
20A.EU2,Belgium,9/14/2020,61,1.525,0,20A.EU1,0.603960396,70,1,0,,,,,
20A.EU2,Belgium,9/28/2020,53,1.514285714,0,20A.EU1,0.602272727,84,1,0,,,,,
20A.EU2,Belgium,10/12/2020,134,1.810810811,0,20A.EU1,0.644230769,98,1,0,,,,,
20A.EU2,Belgium,10/26/2020,64,2.666666667,0,20A.EU1,0.727272727,112,1,0,,,,,
20A.EU2,Belgium,11/9/2020,57,1.117647059,0,20A.EU1,0.527777778,126,1,0.146158432,,,,,
20A.EU2,Belgium,11/23/2020,36,1,0,20A.EU2,0.48,140,1,0.187101827,,,,,
20A.EU2,Belgium,12/7/2020,56,1.513513514,0,20A.EU1,0.589473684,154,1,0.071029575,,,,,
20A.EU2,Finland,7/20/2020,0,0,70,20A.EU1,0.966666667,14,1,0,,,,,
20A.EU2,Finland,8/3/2020,0,0,56,20A.EU1,0.966666667,28,1,0,,,,,
20A.EU2,Finland,8/17/2020,0,0,42,20A.EU1,0.966666667,42,1,0,,,,,
20A.EU2,Finland,8/31/2020,0,0,28,20A.EU1,0.966666667,56,1,0.000776713,,,,,
20A.EU2,Finland,9/14/2020,0,0,14,20A.EU1,0.966666667,70,1,0,,,,,
20A.EU2,Finland,9/28/2020,29,29,0,20A.EU1,0.966666667,84,1,0,,,,,
20A.EU2,Finland,11/23/2020,21,4.2,0,20A.EU1,0.807692308,140,1,0.187101827,,,,,
20A.EU2,Canada,7/20/2020,0,0,70,20A.EU1,0.68,14,1,0,,,,,
20A.EU2,Canada,8/3/2020,0,0,56,20A.EU1,0.68,28,1,0,,,,,
20A.EU2,Canada,8/17/2020,0,0,42,20A.EU1,0.68,42,1,0,,,,,
20A.EU2,Canada,8/31/2020,0,0,28,20A.EU1,0.68,56,1,0.000776713,,,,,
20A.EU2,Canada,9/14/2020,0,0,14,20A.EU1,0.68,70,1,0,,,,,
20A.EU2,Canada,9/28/2020,17,2.125,0,20A.EU1,0.68,84,1,0,,,,,
20A.EU2,Canada,10/12/2020,44,4.888888889,0,20A.EU1,0.830188679,98,1,0,,,,,
20A.EU2,Canada,10/26/2020,71,23.66666667,0,20A.EU1,0.946666667,112,1,0,,,,,
20A.EU2,Canada,11/9/2020,116,116,0,20A.EU1,0.983050847,126,1,0.146158432,,,,,
20A.EU2,Canada,11/23/2020,129,43,0,20A.EU1,0.948529412,140,1,0.187101827,,,,,
20A.EU2,Canada,12/7/2020,335,33.5,0,20B.S.732A,0.91280654,154,1,0.071029575,,,,,
20A.EU2,Canada,12/21/2020,479,21.77272727,0,20B.S.732A,0.890334572,168,1,0.06325272,,,,,
20A.EU2,Canada,1/4/2021,640,16,0,20H.Beta.V2,0.804020101,182,1,0.091090409,,,,,
20A.EU2,Canada,1/18/2021,494,5.2,0,20I.Alpha.V1,0.716981132,196,1,0.089753475,,,,,
20A.S.126A,South Korea,4/12/2021,32,0.253968254,28,20I.Alpha.V1,0.143497758,280,1,0.044981713,,,,,
20A.S.126A,South Korea,4/26/2021,56,0.509090909,14,20I.Alpha.V1,0.238297872,294,1,0.009947639,,,,,
20A.S.126A,South Korea,5/10/2021,60,1.2,0,20I.Alpha.V1,0.4,308,1,0.011698634,,,,,
20A.S.126A,South Korea,5/24/2021,92,2.19047619,0,20A.S.210T,0.519774011,322,1,0.008901902,,,,,
20A.S.210T,Germany,4/5/2021,21,2.333333333,0,20B.S.796H,0.552631579,273,1,0,,,,,
20A.S.210T,France,4/5/2021,0,0,14,20B.S.796H,0.444444444,273,1,0,,,,,
20A.S.210T,France,4/19/2021,16,1.230769231,0,20B.S.796H,0.444444444,287,1,0,,,,,
20B.S.732A,Mexico,11/23/2020,20,1.428571429,0,21C.Epsilon,0.588235294,140,1,0,,,,,
20B.S.732A,Mexico,12/7/2020,34,1.03030303,0,21C.Epsilon,0.507462687,154,1,0,,,,,
20B.S.732A,Mexico,12/21/2020,61,3.588235294,0,21C.Epsilon,0.7625,168,1,0,,,,,
20B.S.732A,Mexico,1/4/2021,143,14.3,0,21C.Epsilon,0.922580645,182,1,0.02713157,,,,,
20B.S.732A,Mexico,1/18/2021,170,5.666666667,0,21C.Epsilon,0.825242718,196,1,0.025239188,,,,,
20B.S.732A,Mexico,2/1/2021,542,16.9375,0,21C.Epsilon,0.929674099,210,1,0.020562487,,,,,
20B.S.732A,Mexico,2/15/2021,658,13.70833333,0,21C.Epsilon,0.917712692,224,1,0.047476045,,,,,
20B.S.732A,Mexico,3/1/2021,1066,17.19354839,0,21C.Epsilon,0.920552677,238,1,0.053330685,,,,,
20B.S.732A,Mexico,3/15/2021,792,18,0,21C.Epsilon,0.897959184,252,1,0.085190761,,,,,
20B.S.732A,Mexico,3/29/2021,808,15.24528302,0,20I.Alpha.V1,0.869752422,266,1,0.08064916,,,,,
20B.S.732A,Mexico,4/12/2021,879,7.577586207,0,20I.Alpha.V1,0.782724844,280,1,0.074445877,,,,,
20B.S.732A,Mexico,4/26/2021,917,3.852941176,0,20I.Alpha.V1,0.654532477,294,1,0.063290624,,,,,
20B.S.732A,Mexico,5/10/2021,613,1.868902439,0,20J.Gamma.V3,0.448099415,308,1,0.064254138,,,,,
20B.S.796H,United Kingdom,3/8/2021,17,1.7,0,21A.21B,0.607142857,245,1,0,,,,,
20B.S.796H,Germany,3/8/2021,0,0,14,20A.S.210T,0.576923077,245,1,0,,,,,
20B.S.796H,Germany,3/22/2021,15,1.666666667,0,20A.S.210T,0.576923077,259,1,0,,,,,
20B.S.796H,Ireland,3/8/2021,0,0,28,21A.21B,0.791666667,245,1,0,,,,,
20B.S.796H,Ireland,3/22/2021,0,0,14,21A.21B,0.791666667,259,1,0,,,,,
20B.S.796H,Ireland,4/5/2021,19,3.8,0,21A.21B,0.791666667,273,1,0,,,,,
20B.S.796H,Ireland,4/19/2021,29,1.611111111,0,21A.21B,0.617021277,287,1,0,,,,,
20H.Beta.V2,South Africa,1/4/2021,860,286.6666667,0,20I.Alpha.V1,0.99537037,182,1,0,,,,,
20H.Beta.V2,South Africa,2/1/2021,302,151,0,20I.Alpha.V1,0.990163934,210,1,0.00249649,,,,,
20H.Beta.V2,South Africa,2/15/2021,176,88,0,20I.Alpha.V1,0.983240223,224,1,5.12E-05,,,,,
20H.Beta.V2,South Africa,3/1/2021,295,73.75,0,20I.Alpha.V1,0.983333333,238,1,0.01152918,,,,,
20H.Beta.V2,South Africa,3/15/2021,237,16.92857143,0,20I.Alpha.V1,0.936758893,252,1,0.046115203,,,,,
20H.Beta.V2,South Africa,3/29/2021,163,32.6,0,20I.Alpha.V1,0.970238095,266,1,0.04722103,,,,,
20H.Beta.V2,South Africa,4/12/2021,292,41.71428571,0,20I.Alpha.V1,0.96369637,280,1,0.043150714,,,,,
20H.Beta.V2,South Africa,4/26/2021,355,13.65384615,0,20I.Alpha.V1,0.87654321,294,1,0.036040911,,,,,
20H.Beta.V2,South Africa,5/10/2021,360,7.346938776,0,20I.Alpha.V1,0.748440748,308,1,0.035777158,,,,,
20H.Beta.V2,South Africa,5/24/2021,441,2.01369863,0,21J.Delta,0.520661157,322,1,0.026403557,,,,,
20H.Beta.V2,Austria,1/4/2021,45,0.338345865,14,20I.Alpha.V1,0.179282869,182,1,0,,,,,
20H.Beta.V2,Austria,1/18/2021,110,1.833333333,0,20I.Alpha.V1,0.523809524,196,1,0,,,,,
20H.Beta.V2,Philippines,1/4/2021,0,0,42,20I.Alpha.V1,0.422222222,182,1,0,,,,,
20H.Beta.V2,Philippines,1/18/2021,0,0,28,20I.Alpha.V1,0.422222222,196,1,0,,,,,
20H.Beta.V2,Philippines,2/1/2021,19,0.791666667,14,20I.Alpha.V1,0.422222222,210,1,0.00249649,,,,,
20H.Beta.V2,Philippines,2/15/2021,73,1.196721311,0,20I.Alpha.V1,0.540740741,224,1,5.12E-05,,,,,
20H.Beta.V2,Philippines,3/1/2021,242,1.32967033,0,20I.Alpha.V1,0.566744731,238,1,0.01152918,,,,,
20H.Beta.V2,Philippines,3/15/2021,406,1.357859532,0,20I.Alpha.V1,0.575070822,252,1,0.046115203,,,,,
20H.Beta.V2,Philippines,3/29/2021,407,1.490842491,0,20I.Alpha.V1,0.593294461,266,1,0.04722103,,,,,
20H.Beta.V2,Philippines,4/12/2021,127,1.094827586,0,20I.Alpha.V1,0.518367347,280,1,0.043150714,,,,,
20H.Beta.V2,Philippines,4/26/2021,187,1.027472527,0,20I.Alpha.V1,0.490813648,294,1,0.036040911,,,,,
20H.Beta.V2,Philippines,5/10/2021,123,1.008196721,0,20I.Alpha.V1,0.493975904,308,1,0.035777158,,,,,
20H.Beta.V2,Philippines,5/24/2021,246,1.088495575,0,20I.Alpha.V1,0.51572327,322,1,0.026403557,,,,,
20H.Beta.V2,Philippines,6/7/2021,263,1.240566038,0,20I.Alpha.V1,0.546777547,336,1,0.024036363,,,,,
20H.Beta.V2,Philippines,6/21/2021,388,1.23566879,0,20I.Alpha.V1,0.468033776,350,1,0.021670624,,,,,
20H.Beta.V2,Philippines,7/5/2021,307,1.132841328,0,20I.Alpha.V1,0.288533835,364,1,0.022661553,,,,,
20H.Beta.V2,Turkey,1/4/2021,0,0,42,20I.Alpha.V1,0.067307692,182,1,0,,,,,
20H.Beta.V2,Turkey,1/18/2021,21,0.073426573,28,20I.Alpha.V1,0.067307692,196,1,0,,,,,
20H.Beta.V2,Turkey,2/1/2021,40,0.327868852,14,20I.Alpha.V1,0.222222222,210,1,0.00249649,,,,,
20H.Beta.V2,Turkey,2/15/2021,53,2.65,0,20A.EU1,0.563829787,224,1,5.12E-05,,,,,
20H.Beta.V2,Turkey,3/29/2021,80,2.75862069,0,20I.Alpha.V1,0.555555556,266,1,0.04722103,,,,,
20H.Beta.V2,Bangladesh,1/4/2021,0,0,56,20I.Alpha.V1,0.810810811,182,1,0,,,,,
20H.Beta.V2,Bangladesh,1/18/2021,0,0,42,20I.Alpha.V1,0.810810811,196,1,0,,,,,
20H.Beta.V2,Bangladesh,2/1/2021,0,0,28,20I.Alpha.V1,0.810810811,210,1,0.00249649,,,,,
20H.Beta.V2,Bangladesh,2/15/2021,0,0,14,20I.Alpha.V1,0.810810811,224,1,5.12E-05,,,,,
20H.Beta.V2,Bangladesh,3/1/2021,60,5.454545455,0,20I.Alpha.V1,0.810810811,238,1,0.01152918,,,,,
20H.Beta.V2,Bangladesh,3/15/2021,78,4.875,0,20I.Alpha.V1,0.787878788,252,1,0.046115203,,,,,
20H.Beta.V2,Bangladesh,3/29/2021,112,11.2,0,20I.Alpha.V1,0.881889764,266,1,0.04722103,,,,,
20H.Beta.V2,Bangladesh,4/12/2021,78,11.14285714,0,20I.Alpha.V1,0.876404494,280,1,0.043150714,,,,,
20H.Beta.V2,Bangladesh,4/26/2021,19,1.9,0,21A.Delta,0.487179487,294,1,0.036040911,,,,,
20H.Beta.V2,Bangladesh,5/10/2021,32,1.185185185,0,21A.Delta,0.421052632,308,1,0.035777158,,,,,
20H.Beta.V2,Singapore,1/4/2021,0,0,70,20I.Alpha.V1,0.470588235,182,1,0,,,,,
20H.Beta.V2,Singapore,1/18/2021,0,0,56,20I.Alpha.V1,0.470588235,196,1,0,,,,,
20H.Beta.V2,Singapore,2/1/2021,0,0,42,20I.Alpha.V1,0.470588235,210,1,0.00249649,,,,,
20H.Beta.V2,Singapore,2/15/2021,0,0,28,20I.Alpha.V1,0.470588235,224,1,5.12E-05,,,,,
20H.Beta.V2,Singapore,3/1/2021,0,0,14,20I.Alpha.V1,0.470588235,238,1,0.01152918,,,,,
20H.Beta.V2,Singapore,3/15/2021,32,1.142857143,0,20I.Alpha.V1,0.470588235,252,1,0.046115203,,,,,
20H.Beta.V2,Singapore,3/29/2021,91,2.459459459,0,20I.Alpha.V1,0.587096774,266,1,0.04722103,,,,,
20H.Beta.V2,Singapore,4/12/2021,31,1,0,21J.Delta,0.18902439,280,1,0.043150714,,,,,
20I.Alpha.V1,Portugal,12/7/2020,22,2.2,0,20A.EU1,0.666666667,154,1,0.025411991,,,,,
20I.Alpha.V1,Portugal,1/18/2021,79,1.234375,0,20A.EU1,0.481707317,196,1,0.057622399,,,,,
