pangoLineage,country,date,count,prev,days_to_prev,pangoLineage2,prevsO,Day,B,S,,,,,
21A.21B,Belgium,5/31/2021,96,16,0,20A.S.210T,0.932038835,329,1,0.036716539,,,,,
21A.21B,Belgium,6/14/2021,148,74,0,20A.S.210T,0.98013245,343,1,0.031151511,,,,,
21A.21B,Belgium,6/28/2021,355,118.3333333,0,20A.S.210T,0.991620112,357,1,0.03969991,,,,,
21A.21B,Belgium,7/12/2021,1010,505,0,20A.S.210T,0.998023715,371,1,0.044774656,,,,,
21A.21B,France,2/8/2021,0,0,84,20B.S.796H,0.551020408,217,1,0.008940368,,,,,
21A.21B,France,2/22/2021,0,0,70,20B.S.796H,0.551020408,231,1,0,,,,,
21A.21B,France,3/8/2021,0,0,56,20B.S.796H,0.551020408,245,1,0.030249189,,,,,
21A.21B,France,3/22/2021,0,0,42,20B.S.796H,0.551020408,259,1,0.044419882,,,,,
21A.21B,France,4/5/2021,0,0,28,20B.S.796H,0.551020408,273,1,0.040752464,,,,,
21A.21B,France,4/19/2021,0,0,14,20B.S.796H,0.551020408,287,1,0.041749254,,,,,
21A.21B,France,5/3/2021,27,2.454545455,0,20B.S.796H,0.551020408,301,1,0.039521126,,,,,
21A.21B,France,5/17/2021,28,4.666666667,0,20A.S.210T,0.736842105,315,1,0.042304866,,,,,
21A.21B,France,5/31/2021,56,8,0,20A.S.210T,0.811594203,329,1,0.036716539,,,,,
21A.21B,France,6/14/2021,155,22.14285714,0,20B.S.796H,0.928143713,343,1,0.031151511,,,,,
21A.21B,France,6/28/2021,595,99.16666667,0,20B.S.796H,0.985099338,357,1,0.03969991,,,,,
21A.21B,France,7/12/2021,2406,401,0,20B.S.796H,0.997512438,371,1,0.044774656,,,,,
21A.21B,France,7/26/2021,5320,1330,0,20B.S.796H,0.999248685,385,1,0.091426875,,,,,
21A.21B,France,8/9/2021,4129,4129,0,20B.S.796H,0.999757869,399,1,0.094914618,,,,,
21A.21B,Netherlands,2/8/2021,0,0,84,20B.S.796H,0.9375,217,1,0.008940368,,,,,
21A.21B,Netherlands,2/22/2021,0,0,70,20B.S.796H,0.9375,231,1,0,,,,,
21A.21B,Netherlands,3/8/2021,0,0,56,20B.S.796H,0.9375,245,1,0.030249189,,,,,
21A.21B,Netherlands,3/22/2021,0,0,42,20B.S.796H,0.9375,259,1,0.044419882,,,,,
21A.21B,Netherlands,4/5/2021,0,0,28,20B.S.796H,0.9375,273,1,0.040752464,,,,,
21A.21B,Netherlands,4/19/2021,0,0,14,20B.S.796H,0.9375,287,1,0.041749254,,,,,
21A.21B,Netherlands,5/3/2021,15,15,0,20B.S.796H,0.9375,301,1,0.039521126,,,,,
21A.21B,Netherlands,5/31/2021,65,65,0,20B.S.796H,0.984848485,329,1,0.036716539,,,,,
21A.21B,Netherlands,6/14/2021,200,200,0,20B.S.796H,0.995024876,343,1,0.031151511,,,,,
21A.21B,Netherlands,6/28/2021,483,483,0,20B.S.796H,0.997933884,357,1,0.03969991,,,,,
21A.21B,Netherlands,7/12/2021,1680,1680,0,20B.S.796H,0.999405116,371,1,0.044774656,,,,,
21A.21B,Ireland,2/8/2021,0,0,84,20B.S.796H,0.382978723,217,1,0.008940368,,,,,
21A.21B,Ireland,2/22/2021,0,0,70,20B.S.796H,0.382978723,231,1,0,,,,,
21A.21B,Ireland,3/8/2021,0,0,56,20B.S.796H,0.382978723,245,1,0.030249189,,,,,
21A.21B,Ireland,3/22/2021,0,0,42,20B.S.796H,0.382978723,259,1,0.044419882,,,,,
21A.21B,Ireland,4/5/2021,0,0,28,20B.S.796H,0.382978723,273,1,0.040752464,,,,,
21A.21B,Ireland,4/19/2021,18,0.620689655,14,20B.S.796H,0.382978723,287,1,0.041749254,,,,,
21A.21B,Ireland,5/3/2021,57,2.28,0,20B.S.796H,0.695121951,301,1,0.039521126,,,,,
21A.21B,Ireland,5/17/2021,54,5.4,0,20B.S.796H,0.84375,315,1,0.042304866,,,,,
21A.21B,Ireland,5/31/2021,69,6.9,0,20B.S.796H,0.873417722,329,1,0.036716539,,,,,
21A.21B,Ireland,6/14/2021,164,20.5,0,20B.S.796H,0.953488372,343,1,0.031151511,,,,,
21A.21B,Ireland,6/28/2021,428,214,0,20B.S.796H,0.995348837,357,1,0.03969991,,,,,
21A.21B,Ireland,7/12/2021,983,491.5,0,20B.S.796H,0.997969543,371,1,0.044774656,,,,,
21A.21B,Ireland,7/26/2021,1406,1406,0,20B.S.796H,0.999289268,385,1,0.091426875,,,,,
21A.21B,Ireland,9/20/2021,1015,100000,0,N/A,1,441,1,0.096317045,,,,,
21A.21B,Ireland,10/4/2021,731,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Ireland,10/18/2021,257,100000,0,N/A,1,469,1,0.100513549,,,,,
21A.21B,Qatar,2/8/2021,0,0,84,N/A,1,217,1,0.008940368,,,,,
21A.21B,Qatar,2/22/2021,0,0,70,N/A,1,231,1,0,,,,,
21A.21B,Qatar,3/8/2021,0,0,56,N/A,1,245,1,0.030249189,,,,,
21A.21B,Qatar,3/22/2021,0,0,42,N/A,1,259,1,0.044419882,,,,,
21A.21B,Qatar,4/5/2021,0,0,28,N/A,1,273,1,0.040752464,,,,,
21A.21B,Qatar,4/19/2021,0,0,14,N/A,1,287,1,0.041749254,,,,,
21A.21B,Qatar,5/3/2021,17,100000,0,N/A,1,301,1,0.039521126,,,,,
21A.21B,Qatar,8/9/2021,31,100000,0,N/A,1,399,1,0.094914618,,,,,
21A.21B,Qatar,8/23/2021,124,100000,0,N/A,1,413,1,0.094535904,,,,,
21A.21B,Qatar,9/6/2021,92,100000,0,N/A,1,427,1,0.096448635,,,,,
21A.21B,Qatar,9/20/2021,33,100000,0,N/A,1,441,1,0.096317045,,,,,
21A.21B,Vietnam,2/8/2021,0,0,84,N/A,1,217,1,0.008940368,,,,,
21A.21B,Vietnam,2/22/2021,0,0,70,N/A,1,231,1,0,,,,,
21A.21B,Vietnam,3/8/2021,0,0,56,N/A,1,245,1,0.030249189,,,,,
21A.21B,Vietnam,3/22/2021,0,0,42,N/A,1,259,1,0.044419882,,,,,
21A.21B,Vietnam,4/5/2021,0,0,28,N/A,1,273,1,0.040752464,,,,,
21A.21B,Vietnam,4/19/2021,0,0,14,N/A,1,287,1,0.041749254,,,,,
21A.21B,Vietnam,5/3/2021,15,100000,0,N/A,1,301,1,0.039521126,,,,,
21A.21B,Vietnam,5/17/2021,17,100000,0,N/A,1,315,1,0.042304866,,,,,
21A.21B,Vietnam,8/9/2021,35,100000,0,N/A,1,399,1,0.094914618,,,,,
21A.21B,Vietnam,9/6/2021,135,100000,0,N/A,1,427,1,0.096448635,,,,,
21A.21B,Vietnam,9/13/2021,96,2.341463415,0,21I.Delta,0.676056338,434,1,0.096350591,,,,,
21A.21B,Vietnam,9/20/2021,42,100000,0,N/A,1,441,1,0.096317045,,,,,
21A.21B,Vietnam,10/4/2021,28,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Australia,4/26/2021,37,1,7,20I.Alpha.V1,0.245033113,294,1,0.041219481,,,,,
21A.21B,Australia,5/10/2021,25,1.041666667,0,20I.Alpha.V1,0.367647059,308,1,0.048392627,,,,,
21A.21B,Sweden,2/8/2021,0,0,98,20B.S.796H,0.923076923,217,1,0.008940368,,,,,
21A.21B,Sweden,2/22/2021,0,0,84,20B.S.796H,0.923076923,231,1,0,,,,,
21A.21B,Sweden,3/8/2021,0,0,70,20B.S.796H,0.923076923,245,1,0.030249189,,,,,
21A.21B,Sweden,3/22/2021,0,0,56,20B.S.796H,0.923076923,259,1,0.044419882,,,,,
21A.21B,Sweden,4/5/2021,0,0,42,20B.S.796H,0.923076923,273,1,0.040752464,,,,,
21A.21B,Sweden,4/19/2021,0,0,28,20B.S.796H,0.923076923,287,1,0.041749254,,,,,
21A.21B,Sweden,5/3/2021,0,0,14,20B.S.796H,0.923076923,301,1,0.039521126,,,,,
21A.21B,Sweden,5/17/2021,24,12,0,20B.S.796H,0.923076923,315,1,0.042304866,,,,,
21A.21B,Sweden,5/31/2021,121,60.5,0,20B.S.796H,0.983739837,329,1,0.036716539,,,,,
21A.21B,Indonesia,2/8/2021,0,0,98,N/A,1,217,1,0.008940368,,,,,
21A.21B,Indonesia,2/22/2021,0,0,84,N/A,1,231,1,0,,,,,
21A.21B,Indonesia,3/8/2021,0,0,70,N/A,1,245,1,0.030249189,,,,,
21A.21B,Indonesia,3/22/2021,0,0,56,N/A,1,259,1,0.044419882,,,,,
21A.21B,Indonesia,4/5/2021,0,0,42,N/A,1,273,1,0.040752464,,,,,
21A.21B,Indonesia,4/19/2021,0,0,28,N/A,1,287,1,0.041749254,,,,,
21A.21B,Indonesia,5/3/2021,0,0,14,N/A,1,301,1,0.039521126,,,,,
21A.21B,Indonesia,5/17/2021,19,100000,0,N/A,1,315,1,0.042304866,,,,,
21A.21B,Indonesia,5/31/2021,104,100000,0,N/A,1,329,1,0.036716539,,,,,
21A.21B,Indonesia,6/14/2021,217,100000,0,N/A,1,343,1,0.031151511,,,,,
21A.21B,Indonesia,6/28/2021,391,100000,0,N/A,1,357,1,0.03969991,,,,,
21A.21B,Indonesia,7/12/2021,362,100000,0,N/A,1,371,1,0.044774656,,,,,
21A.21B,Indonesia,7/26/2021,291,100000,0,N/A,1,385,1,0.091426875,,,,,
21A.21B,Indonesia,8/9/2021,258,100000,0,N/A,1,399,1,0.094914618,,,,,
21A.21B,Indonesia,8/23/2021,220,100000,0,N/A,1,413,1,0.094535904,,,,,
21A.21B,Indonesia,9/6/2021,202,100000,0,N/A,1,427,1,0.096448635,,,,,
21A.21B,Indonesia,9/20/2021,108,100000,0,N/A,1,441,1,0.096317045,,,,,
21A.21B,Indonesia,10/4/2021,50,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Spain,2/8/2021,0,0,98,20B.S.796H,0.959183673,217,1,0.008940368,,,,,
21A.21B,Spain,2/22/2021,0,0,84,20B.S.796H,0.959183673,231,1,0,,,,,
21A.21B,Spain,3/8/2021,0,0,70,20B.S.796H,0.959183673,245,1,0.030249189,,,,,
21A.21B,Spain,3/22/2021,0,0,56,20B.S.796H,0.959183673,259,1,0.044419882,,,,,
21A.21B,Spain,4/5/2021,0,0,42,20B.S.796H,0.959183673,273,1,0.040752464,,,,,
21A.21B,Spain,4/19/2021,0,0,28,20B.S.796H,0.959183673,287,1,0.041749254,,,,,
21A.21B,Spain,5/3/2021,0,0,14,20B.S.796H,0.959183673,301,1,0.039521126,,,,,
21A.21B,Spain,5/17/2021,47,23.5,0,20B.S.796H,0.959183673,315,1,0.042304866,,,,,
21A.21B,Spain,5/31/2021,129,64.5,0,20B.S.796H,0.984732824,329,1,0.036716539,,,,,
21A.21B,Spain,6/14/2021,277,277,0,20B.S.796H,0.996402878,343,1,0.031151511,,,,,
21A.21B,Spain,7/12/2021,1685,1685,0,20B.S.796H,0.99940688,371,1,0.044774656,,,,,
21A.21B,Spain,7/26/2021,2052,1026,0,20B.S.796H,0.99902629,385,1,0.091426875,,,,,
21A.21B,Spain,10/4/2021,567,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Spain,10/18/2021,435,100000,0,N/A,1,469,1,0.100513549,,,,,
21A.21B,Mexico,2/8/2021,0,0,98,20B.S.796H,0.9375,217,1,0.008940368,,,,,
21A.21B,Mexico,2/22/2021,0,0,84,20B.S.796H,0.9375,231,1,0,,,,,
21A.21B,Mexico,3/8/2021,0,0,70,20B.S.796H,0.9375,245,1,0.030249189,,,,,
21A.21B,Mexico,3/22/2021,0,0,56,20B.S.796H,0.9375,259,1,0.044419882,,,,,
21A.21B,Mexico,4/5/2021,0,0,42,20B.S.796H,0.9375,273,1,0.040752464,,,,,
21A.21B,Mexico,4/19/2021,0,0,28,20B.S.796H,0.9375,287,1,0.041749254,,,,,
21A.21B,Mexico,5/3/2021,0,0,14,20B.S.796H,0.9375,301,1,0.039521126,,,,,
21A.21B,Mexico,5/17/2021,15,15,0,20B.S.796H,0.9375,315,1,0.042304866,,,,,
21A.21B,Mexico,6/14/2021,132,132,0,20B.S.796H,0.992481203,343,1,0.031151511,,,,,
21A.21B,Mexico,9/20/2021,981,100000,0,N/A,1,441,1,0.096317045,,,,,
21A.21B,Mexico,10/4/2021,845,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Mexico,10/18/2021,334,100000,0,N/A,1,469,1,0.100513549,,,,,
21A.21B,Luxembourg,2/8/2021,0,0,98,20B.S.796H,0.727272727,217,1,0.008940368,,,,,
21A.21B,Luxembourg,2/22/2021,0,0,84,20B.S.796H,0.727272727,231,1,0,,,,,
21A.21B,Luxembourg,3/8/2021,0,0,70,20B.S.796H,0.727272727,245,1,0.030249189,,,,,
21A.21B,Luxembourg,3/22/2021,0,0,56,20B.S.796H,0.727272727,259,1,0.044419882,,,,,
21A.21B,Luxembourg,4/5/2021,0,0,42,20B.S.796H,0.727272727,273,1,0.040752464,,,,,
21A.21B,Luxembourg,4/19/2021,0,0,28,20B.S.796H,0.727272727,287,1,0.041749254,,,,,
21A.21B,Luxembourg,5/3/2021,0,0,14,20B.S.796H,0.727272727,301,1,0.039521126,,,,,
21A.21B,Luxembourg,5/17/2021,16,3.2,0,20B.S.796H,0.727272727,315,1,0.042304866,,,,,
21A.21B,Luxembourg,5/31/2021,33,33,0,20B.S.796H,0.970588235,329,1,0.036716539,,,,,
21A.21B,Thailand,2/8/2021,0,0,98,N/A,1,217,1,0.008940368,,,,,
21A.21B,Thailand,2/22/2021,0,0,84,N/A,1,231,1,0,,,,,
21A.21B,Thailand,3/8/2021,0,0,70,N/A,1,245,1,0.030249189,,,,,
21A.21B,Thailand,3/22/2021,0,0,56,N/A,1,259,1,0.044419882,,,,,
21A.21B,Thailand,4/5/2021,0,0,42,N/A,1,273,1,0.040752464,,,,,
21A.21B,Thailand,4/19/2021,0,0,28,N/A,1,287,1,0.041749254,,,,,
21A.21B,Thailand,5/3/2021,0,0,14,N/A,1,301,1,0.039521126,,,,,
21A.21B,Thailand,5/17/2021,33,100000,0,N/A,1,315,1,0.042304866,,,,,
21A.21B,Thailand,5/31/2021,29,100000,0,N/A,1,329,1,0.036716539,,,,,
21A.21B,Thailand,6/14/2021,45,100000,0,N/A,1,343,1,0.031151511,,,,,
21A.21B,Thailand,6/28/2021,65,100000,0,N/A,1,357,1,0.03969991,,,,,
21A.21B,Thailand,7/12/2021,95,100000,0,N/A,1,371,1,0.044774656,,,,,
21A.21B,Thailand,7/26/2021,147,100000,0,N/A,1,385,1,0.091426875,,,,,
21A.21B,Thailand,8/9/2021,104,100000,0,N/A,1,399,1,0.094914618,,,,,
21A.21B,Thailand,8/23/2021,110,100000,0,N/A,1,413,1,0.094535904,,,,,
21A.21B,Thailand,9/6/2021,140,100000,0,N/A,1,427,1,0.096448635,,,,,
21A.21B,Thailand,9/20/2021,205,100000,0,N/A,1,441,1,0.096317045,,,,,
21A.21B,Thailand,10/4/2021,289,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Thailand,10/18/2021,121,100000,0,N/A,1,469,1,0.100513549,,,,,
21A.21B,Austria,2/8/2021,0,0,112,20B.S.796H,0.833333333,217,1,0.008940368,,,,,
21A.21B,Austria,2/22/2021,0,0,98,20B.S.796H,0.833333333,231,1,0,,,,,
21A.21B,Austria,3/8/2021,0,0,84,20B.S.796H,0.833333333,245,1,0.030249189,,,,,
21A.21B,Austria,3/22/2021,0,0,70,20B.S.796H,0.833333333,259,1,0.044419882,,,,,
21A.21B,Austria,4/5/2021,0,0,56,20B.S.796H,0.833333333,273,1,0.040752464,,,,,
21A.21B,Austria,4/19/2021,0,0,42,20B.S.796H,0.833333333,287,1,0.041749254,,,,,
21A.21B,Austria,5/3/2021,0,0,28,20B.S.796H,0.833333333,301,1,0.039521126,,,,,
21A.21B,Austria,5/17/2021,0,0,14,20B.S.796H,0.833333333,315,1,0.042304866,,,,,
21A.21B,Austria,5/31/2021,20,5,0,20B.S.796H,0.833333333,329,1,0.036716539,,,,,
21A.21B,Austria,6/14/2021,137,137,0,20B.S.796H,0.992753623,343,1,0.031151511,,,,,
21A.21B,Austria,8/30/2021,300,1.016949153,0,21J.Delta,0.486223663,420,1,0.095860406,,,,,
21A.21B,Austria,10/4/2021,186,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Austria,10/18/2021,96,100000,0,N/A,1,469,1,0.100513549,,,,,
21A.21B,Switzerland,2/8/2021,0,0,112,20B.S.796H,0.428571429,217,1,0.008940368,,,,,
21A.21B,Switzerland,2/22/2021,0,0,98,20B.S.796H,0.428571429,231,1,0,,,,,
21A.21B,Switzerland,3/8/2021,0,0,84,20B.S.796H,0.428571429,245,1,0.030249189,,,,,
21A.21B,Switzerland,3/22/2021,0,0,70,20B.S.796H,0.428571429,259,1,0.044419882,,,,,
21A.21B,Switzerland,4/5/2021,0,0,56,20B.S.796H,0.428571429,273,1,0.040752464,,,,,
21A.21B,Switzerland,4/19/2021,0,0,42,20B.S.796H,0.428571429,287,1,0.041749254,,,,,
21A.21B,Switzerland,5/3/2021,15,0.833333333,28,20B.S.796H,0.428571429,301,1,0.039521126,,,,,
21A.21B,Switzerland,5/17/2021,17,1,14,20B.S.796H,0.5,315,1,0.042304866,,,,,
21A.21B,Switzerland,5/31/2021,34,3.4,0,20B.S.796H,0.772727273,329,1,0.036716539,,,,,
21A.21B,Switzerland,6/14/2021,65,13,0,20B.S.796H,0.928571429,343,1,0.031151511,,,,,
21A.21B,Switzerland,6/28/2021,130,32.5,0,20B.S.796H,0.970149254,357,1,0.03969991,,,,,
21A.21B,Switzerland,7/12/2021,643,160.75,0,20B.S.796H,0.99381762,371,1,0.044774656,,,,,
21A.21B,Switzerland,7/26/2021,1533,153.3,0,20B.S.796H,0.993519119,385,1,0.091426875,,,,,
21A.21B,Switzerland,8/9/2021,2481,112.7727273,0,20B.S.796H,0.991210547,399,1,0.094914618,,,,,
21A.21B,Switzerland,8/23/2021,2710,903.3333333,0,20B.S.796H,0.998894213,413,1,0.094535904,,,,,
21A.21B,Bangladesh,5/24/2021,17,0.447368421,14,21A.Delta,0.182795699,322,1,0.035079971,,,,,
21A.21B,Bangladesh,5/31/2021,21,21,0,20B.S.796H,0.954545455,329,1,0.036716539,,,,,
21A.21B,Bangladesh,6/14/2021,29,29,0,20B.S.796H,0.966666667,343,1,0.031151511,,,,,
21A.21B,Bangladesh,6/28/2021,64,64,0,20B.S.796H,0.984615385,357,1,0.03969991,,,,,
21A.21B,Bahrain,5/24/2021,15,0.483870968,14,21I.Delta,0.272727273,322,1,0.035079971,,,,,
21A.21B,Bahrain,5/31/2021,16,100000,0,N/A,1,329,1,0.036716539,,,,,
21A.21B,Bahrain,6/28/2021,45,100000,0,N/A,1,357,1,0.03969991,,,,,
21A.21B,Bahrain,7/5/2021,44,1.1,0,21I.Delta,0.419047619,364,1,0.040990735,,,,,
21A.21B,Bahrain,7/12/2021,30,100000,0,N/A,1,371,1,0.044774656,,,,,
21A.21B,Bahrain,7/26/2021,27,100000,0,N/A,1,385,1,0.091426875,,,,,
21A.21B,Bahrain,8/23/2021,54,100000,0,N/A,1,413,1,0.094535904,,,,,
21A.21B,Bahrain,10/4/2021,120,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Bahrain,10/18/2021,184,100000,0,N/A,1,469,1,0.100513549,,,,,
21A.21B,Fiji,2/1/2021,0,0,119,N/A,1,217,1,0.018800014,,,,,
21A.21B,Fiji,2/15/2021,0,0,105,N/A,1,231,1,0,,,,,
21A.21B,Fiji,3/1/2021,0,0,91,N/A,1,245,1,0,,,,,
21A.21B,Fiji,3/15/2021,0,0,77,N/A,1,259,1,0.045107265,,,,,
21A.21B,Fiji,3/29/2021,0,0,63,N/A,1,273,1,0.048332367,,,,,
21A.21B,Fiji,4/12/2021,0,0,49,N/A,1,287,1,0.039140976,,,,,
21A.21B,Fiji,4/26/2021,0,0,35,N/A,1,301,1,0.041219481,,,,,
21A.21B,Fiji,5/10/2021,0,0,21,N/A,1,315,1,0.048392627,,,,,
21A.21B,Fiji,5/24/2021,0,0,7,N/A,1,329,1,0.035079971,,,,,
21A.21B,Fiji,6/7/2021,25,100000,0,N/A,1,336,1,0.03110754,,,,,
21A.21B,Fiji,6/14/2021,70,100000,0,N/A,1,343,1,0.031151511,,,,,
21A.21B,Fiji,6/21/2021,102,100000,0,N/A,1,350,1,0.030290434,,,,,
21A.21B,Fiji,6/28/2021,78,100000,0,N/A,1,357,1,0.03969991,,,,,
21A.21B,Fiji,7/5/2021,57,100000,0,N/A,1,364,1,0.040990735,,,,,
21A.21B,Seychelles,2/1/2021,0,0,119,N/A,1,217,1,0.018800014,,,,,
21A.21B,Seychelles,2/15/2021,0,0,105,N/A,1,231,1,0,,,,,
21A.21B,Seychelles,3/1/2021,0,0,91,N/A,1,245,1,0,,,,,
21A.21B,Seychelles,3/15/2021,0,0,77,N/A,1,259,1,0.045107265,,,,,
21A.21B,Seychelles,3/29/2021,0,0,63,N/A,1,273,1,0.048332367,,,,,
21A.21B,Seychelles,4/12/2021,0,0,49,N/A,1,287,1,0.039140976,,,,,
21A.21B,Seychelles,4/26/2021,0,0,35,N/A,1,301,1,0.041219481,,,,,
21A.21B,Seychelles,5/10/2021,0,0,21,N/A,1,315,1,0.048392627,,,,,
21A.21B,Seychelles,5/24/2021,0,0,7,N/A,1,329,1,0.035079971,,,,,
21A.21B,Seychelles,6/7/2021,20,100000,0,N/A,1,336,1,0.03110754,,,,,
21A.21B,Seychelles,6/14/2021,16,100000,0,N/A,1,343,1,0.031151511,,,,,
21A.21B,Seychelles,8/9/2021,22,100000,0,N/A,1,399,1,0.094914618,,,,,
21A.21B,Seychelles,8/16/2021,35,100000,0,N/A,1,406,1,0.093050887,,,,,
21A.21B,Seychelles,8/23/2021,39,100000,0,N/A,1,413,1,0.094535904,,,,,
21A.21B,Seychelles,8/30/2021,33,100000,0,N/A,1,420,1,0.095860406,,,,,
21A.21B,Seychelles,9/6/2021,30,100000,0,N/A,1,427,1,0.096448635,,,,,
21A.21B,Seychelles,9/13/2021,33,100000,0,N/A,1,434,1,0.096350591,,,,,
21A.21B,Seychelles,9/20/2021,36,100000,0,N/A,1,441,1,0.096317045,,,,,
21A.21B,Seychelles,9/27/2021,29,100000,0,N/A,1,448,1,0.098698864,,,,,
21A.21B,Norway,2/8/2021,0,0,126,20B.S.796H,0.983870968,217,1,0.008940368,,,,,
21A.21B,Norway,2/22/2021,0,0,112,20B.S.796H,0.983870968,231,1,0,,,,,
21A.21B,Norway,3/8/2021,0,0,98,20B.S.796H,0.983870968,245,1,0.030249189,,,,,
21A.21B,Norway,3/22/2021,0,0,84,20B.S.796H,0.983870968,259,1,0.044419882,,,,,
21A.21B,Norway,4/5/2021,0,0,70,20B.S.796H,0.983870968,273,1,0.040752464,,,,,
21A.21B,Norway,4/19/2021,0,0,56,20B.S.796H,0.983870968,287,1,0.041749254,,,,,
21A.21B,Norway,5/3/2021,0,0,42,20B.S.796H,0.983870968,301,1,0.039521126,,,,,
21A.21B,Norway,5/17/2021,0,0,28,20B.S.796H,0.983870968,315,1,0.042304866,,,,,
21A.21B,Norway,5/31/2021,0,0,14,20B.S.796H,0.983870968,329,1,0.036716539,,,,,
21A.21B,Norway,6/14/2021,61,61,0,20B.S.796H,0.983870968,343,1,0.031151511,,,,,
21A.21B,Norway,10/4/2021,634,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Norway,10/18/2021,347,100000,0,N/A,1,469,1,0.100513549,,,,,
21A.21B,Norway,11/1/2021,92,100000,0,N/A,1,483,1,0.102280407,,,,,
21A.21B,Slovenia,2/15/2021,37,0.228395062,14,20I.Alpha.V1,0.152263374,224,1,0,,,,,
21A.21B,Slovenia,6/14/2021,17,17,0,20B.S.796H,0.944444444,343,1,0.031151511,,,,,
21A.21B,Slovenia,6/28/2021,66,66,0,20B.S.796H,0.985074627,357,1,0.03969991,,,,,
21A.21B,Slovenia,9/6/2021,1119,100000,0,N/A,1,427,1,0.096448635,,,,,
21A.21B,Slovenia,9/20/2021,945,100000,0,N/A,1,441,1,0.096317045,,,,,
21A.21B,Slovenia,10/4/2021,678,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Botswana,2/8/2021,0,0,126,N/A,1,217,1,0.008940368,,,,,
21A.21B,Botswana,2/22/2021,0,0,112,N/A,1,231,1,0,,,,,
21A.21B,Botswana,3/8/2021,0,0,98,N/A,1,245,1,0.030249189,,,,,
21A.21B,Botswana,3/22/2021,0,0,84,N/A,1,259,1,0.044419882,,,,,
21A.21B,Botswana,4/5/2021,0,0,70,N/A,1,273,1,0.040752464,,,,,
21A.21B,Botswana,4/19/2021,0,0,56,N/A,1,287,1,0.041749254,,,,,
21A.21B,Botswana,5/3/2021,0,0,42,N/A,1,301,1,0.039521126,,,,,
21A.21B,Botswana,5/17/2021,0,0,28,N/A,1,315,1,0.042304866,,,,,
21A.21B,Botswana,5/31/2021,0,0,14,N/A,1,329,1,0.036716539,,,,,
21A.21B,Botswana,6/14/2021,17,100000,0,N/A,1,343,1,0.031151511,,,,,
21A.21B,Botswana,6/28/2021,38,100000,0,N/A,1,357,1,0.03969991,,,,,
21A.21B,Botswana,7/5/2021,29,1.260869565,0,21J.Delta,0.547169811,364,1,0.040990735,,,,,
21A.21B,Botswana,7/12/2021,15,100000,0,N/A,1,371,1,0.044774656,,,,,
21A.21B,Botswana,7/26/2021,15,100000,0,N/A,1,385,1,0.091426875,,,,,
21A.21B,Botswana,8/9/2021,18,100000,0,N/A,1,399,1,0.094914618,,,,,
21A.21B,Botswana,8/23/2021,58,100000,0,N/A,1,413,1,0.094535904,,,,,
21A.21B,Botswana,9/6/2021,83,100000,0,N/A,1,427,1,0.096448635,,,,,
21A.21B,Botswana,9/20/2021,38,100000,0,N/A,1,441,1,0.096317045,,,,,
21A.21B,Botswana,10/4/2021,22,100000,0,N/A,1,455,1,0.097915813,,,,,
21A.21B,Botswana,10/18/2021,23,100000,0,N/A,1,469,1,0.100513549,,,,,
21A.21B,Rwanda,2/1/2021,0,0,133,N/A,1,217,1,0.018800014,,,,,
21A.21B,Rwanda,2/15/2021,0,0,119,N/A,1,231,1,0,,,,,
21A.21B,Rwanda,3/1/2021,0,0,105,N/A,1,245,1,0,,,,,
21A.21B,Rwanda,3/15/2021,0,0,91,N/A,1,259,1,0.045107265,,,,,
21A.21B,Rwanda,3/29/2021,0,0,77,N/A,1,273,1,0.048332367,,,,,
21A.21B,Rwanda,4/12/2021,0,0,63,N/A,1,287,1,0.039140976,,,,,
21A.21B,Rwanda,4/26/2021,0,0,49,N/A,1,301,1,0.041219481,,,,,
21A.21B,Rwanda,5/10/2021,0,0,35,N/A,1,315,1,0.048392627,,,,,
21A.21B,Rwanda,5/24/2021,0,0,21,N/A,1,329,1,0.035079971,,,,,
21A.21B,Rwanda,6/7/2021,0,0,7,N/A,1,343,1,0.03110754,,,,,
21A.21B,Rwanda,6/21/2021,29,100000,0,N/A,1,350,1,0.030290434,,,,,
21A.21B,Rwanda,6/28/2021,35,100000,0,N/A,1,357,1,0.03969991,,,,,
21A.21B,Rwanda,7/5/2021,29,100000,0,N/A,1,364,1,0.040990735,,,,,
21A.21B,Rwanda,7/12/2021,22,100000,0,N/A,1,371,1,0.044774656,,,,,
21A.21B,Rwanda,7/19/2021,15,100000,0,N/A,1,378,1,0.088887474,,,,,
21A.21B,Rwanda,7/26/2021,16,100000,0,N/A,1,385,1,0.091426875,,,,,
21A.21B,Rwanda,8/2/2021,20,100000,0,N/A,1,392,1,0.091740986,,,,,
21A.21B,Ghana,2/8/2021,0,0,140,20B.S.796H,0.857142857,217,1,0.008940368,,,,,
