pangoLineage,country,date,count,prev,days_to_prev,pangoLineage2,Day,B
20A.EU1,Denmark,2020-08-03,21,3,0,20A.EU2,28,1
20A.EU1,Denmark,2020-08-17,67,1.42553191489362,0,20A.EU2,42,1
20A.EU1,Denmark,2020-08-31,262,1.48022598870056,0,20A.EU2,56,1
20A.EU1,Denmark,2020-09-14,482,1.9203187250996,0,20A.EU2,70,1
20A.EU1,Denmark,2020-09-28,252,1.78723404255319,0,20A.EU2,84,1
20A.EU1,Denmark,2020-10-12,327,1.15140845070423,0,20A.EU2,98,1
20A.EU1,Denmark,2020-10-26,961,2.34390243902439,0,20A.EU2,112,1
20A.EU1,Denmark,2020-11-09,1082,3.29878048780488,0,20A.EU2,126,1
20A.EU1,Denmark,2020-11-23,2328,4.61904761904762,0,20A.EU2,140,1
20A.EU1,Denmark,2020-12-07,5006,5.22002085505735,0,20A.EU2,154,1
20A.EU1,Denmark,2020-12-21,4516,6.68047337278106,0,20A.EU2,168,1
20A.EU1,Denmark,2021-01-04,4988,6.72237196765499,0,20A.EU2,182,1
20A.EU1,Denmark,2021-01-18,3458,3.62473794549266,0,20I.Alpha.V1,196,1
20A.EU1,Denmark,2021-02-01,1511,0.957541191381496,0,20I.Alpha.V1,210,1
20A.EU1,United Kingdom,2020-08-03,163,9.05555555555556,0,20A.EU2,28,1
20A.EU1,United Kingdom,2020-08-17,875,4.78142076502732,0,20A.EU2,42,1
20A.EU1,United Kingdom,2020-08-31,1862,9.17241379310345,0,20A.EU2,56,1
20A.EU1,United Kingdom,2020-09-14,4507,20.2107623318386,0,20A.EU2,70,1
20A.EU1,United Kingdom,2020-09-28,6486,18.8546511627907,0,20A.EU2,84,1
20A.EU1,United Kingdom,2020-10-12,10302,22.6916299559471,0,20A.EU2,98,1
20A.EU1,United Kingdom,2020-10-26,12317,28.5777262180974,0,20A.EU2,112,1
20A.EU1,United Kingdom,2020-11-09,12187,8.6863863150392,0,20I.Alpha.V1,126,1
20A.EU1,United Kingdom,2020-11-23,5901,5.56698113207547,0,20I.Alpha.V1,140,1
20A.EU1,United Kingdom,2020-12-07,10696,1.23767646378153,0,20I.Alpha.V1,154,1
20A.EU1,United Kingdom,2020-12-21,5650,0.477962947297183,0,20I.Alpha.V1,168,1
20A.EU1,Switzerland,2020-08-03,23,23,0,20A.EU2,28,1
20A.EU1,Switzerland,2020-08-17,59,1.59459459459459,0,20A.EU2,42,1
20A.EU1,Switzerland,2020-08-31,95,1.50793650793651,0,20A.EU2,56,1
20A.EU1,Switzerland,2020-09-28,130,1.36842105263158,0,20A.EU2,84,1
20A.EU1,Switzerland,2020-10-12,372,1.66816143497758,0,20A.EU2,98,1
20A.EU1,Switzerland,2020-10-26,467,0.882797731568998,0,20A.EU2,112,1
20A.EU1,Switzerland,2020-11-09,437,0.916142557651992,0,20A.EU2,126,1
20A.EU1,Switzerland,2020-11-23,319,0.830729166666667,0,20A.EU2,140,1
20A.EU1,Switzerland,2020-12-07,650,1.12847222222222,0,20A.EU2,154,1
20A.EU1,Switzerland,2020-12-21,800,1.12044817927171,0,20A.EU2,168,1
20A.EU1,Switzerland,2021-01-04,974,1.07743362831858,0,20A.EU2,182,1
20A.EU1,Switzerland,2021-01-18,716,0.949602122015915,0,20I.Alpha.V1,196,1
20A.EU1,Netherlands,2020-08-03,0,0,14,20A.EU2,28,1
20A.EU1,Netherlands,2020-08-17,25,8.33333333333333,0,20A.EU2,42,1
20A.EU1,Netherlands,2020-08-31,33,4.71428571428571,0,20A.EU2,56,1
20A.EU1,Netherlands,2020-09-14,83,5.1875,0,20A.EU2,70,1
20A.EU1,Netherlands,2020-09-28,99,2.1063829787234,0,20A.EU2,84,1
20A.EU1,Netherlands,2020-10-12,153,2.63793103448276,0,20A.EU2,98,1
20A.EU1,Netherlands,2020-10-26,201,4.10204081632653,0,20A.EU2,112,1
20A.EU1,Netherlands,2020-11-09,223,4.28846153846154,0,20A.EU2,126,1
20A.EU1,Netherlands,2020-11-23,231,3.08,0,20A.EU2,140,1
20A.EU1,Netherlands,2020-12-07,332,3.32,0,20A.EU2,154,1
20A.EU1,Netherlands,2020-12-21,429,2.97916666666667,0,20I.Alpha.V1,168,1
20A.EU1,Netherlands,2021-01-04,686,2.36551724137931,0,20I.Alpha.V1,182,1
20A.EU1,Netherlands,2021-01-18,734,1.36685288640596,0,20I.Alpha.V1,196,1
20A.EU1,Netherlands,2021-02-01,765,0.922798552472859,0,20I.Alpha.V1,210,1
20A.EU1,Germany,2020-08-03,0,0,14,20A.EU2,28,1
20A.EU1,Germany,2020-08-17,16,1.6,0,20A.EU2,42,1
20A.EU1,Germany,2020-09-14,52,4.33333333333333,0,20A.EU2,70,1
20A.EU1,Germany,2020-09-28,60,10,0,20A.EU2,84,1
20A.EU1,Germany,2020-10-12,60,2.5,0,20A.EU2,98,1
20A.EU1,Germany,2020-10-26,64,2,0,20A.EU2,112,1
20A.EU1,Germany,2020-11-09,105,3.38709677419355,0,20A.EU2,126,1
20A.EU1,Germany,2020-11-23,177,4.65789473684211,0,20A.EU2,140,1
20A.EU1,Germany,2020-12-07,239,4.19298245614035,0,20A.EU2,154,1
20A.EU1,Germany,2020-12-21,203,3.5,0,20A.EU2,168,1
20A.EU1,Germany,2021-01-04,564,3.48148148148148,0,20A.EU2,182,1
20A.EU1,Germany,2021-01-18,1618,2.21947873799726,0,20I.Alpha.V1,196,1
20A.EU1,Germany,2021-02-01,2019,0.808570284341209,0,20I.Alpha.V1,210,1
20A.EU1,Germany,2021-02-15,2097,0.385903570114096,0,20I.Alpha.V1,224,1
20A.EU1,Italy,2020-08-03,0,0,28,20A.EU2,28,1
20A.EU1,Italy,2020-08-17,0,0,14,20A.EU2,42,1
20A.EU1,Italy,2020-08-31,77,8.55555555555556,0,20A.EU2,56,1
20A.EU1,Italy,2020-09-14,108,15.4285714285714,0,20A.EU2,70,1
20A.EU1,Italy,2020-09-28,89,22.25,0,20A.EU2,84,1
20A.EU1,Italy,2020-10-12,142,12.9090909090909,0,20A.EU2,98,1
20A.EU1,Italy,2020-10-26,286,5.39622641509434,0,20A.EU2,112,1
20A.EU1,Italy,2020-11-09,177,9.83333333333333,0,20A.EU2,126,1
20A.EU1,Italy,2020-11-23,195,13,0,20A.EU2,140,1
20A.EU1,Italy,2020-12-07,438,7.42372881355932,0,20A.EU2,154,1
20A.EU1,Italy,2020-12-21,466,3.3768115942029,0,20I.Alpha.V1,168,1
20A.EU1,Italy,2021-01-04,536,3.09826589595376,0,20I.Alpha.V1,182,1
20A.EU1,Italy,2021-01-18,335,1.046875,0,20I.Alpha.V1,196,1
20A.EU1,Italy,2021-02-01,553,0.533269045323047,0,20I.Alpha.V1,210,1
20A.EU1,Italy,2021-02-15,641,0.370306181398036,0,20I.Alpha.V1,224,1
20A.EU1,Spain,2020-08-03,0,0,28,20A.EU2,28,1
20A.EU1,Spain,2020-08-17,0,0,14,20A.EU2,42,1
20A.EU1,Spain,2020-08-31,389,389,0,20A.EU2,56,1
20A.EU1,Spain,2020-09-14,367,30.5833333333333,0,20A.EU2,70,1
20A.EU1,Spain,2020-09-28,449,149.666666666667,0,20A.EU2,84,1
20A.EU1,Spain,2020-10-12,411,58.7142857142857,0,20A.EU2,98,1
20A.EU1,Spain,2020-10-26,316,39.5,0,20A.EU2,112,1
20A.EU1,Spain,2020-11-09,343,85.75,0,20A.EU2,126,1
20A.EU1,Spain,2020-11-23,431,26.9375,0,20A.EU2,140,1
20A.EU1,Spain,2020-12-07,930,31,0,20A.EU2,154,1
20A.EU1,Spain,2020-12-21,1071,5.54922279792746,0,20I.Alpha.V1,168,1
20A.EU1,Spain,2021-01-04,982,1.32166890982503,0,20I.Alpha.V1,182,1
20A.EU1,Spain,2021-01-18,1765,2.04519119351101,0,20I.Alpha.V1,196,1
20A.EU1,Spain,2021-02-01,1329,1.12818336162988,0,20I.Alpha.V1,210,1
20A.EU1,Spain,2021-02-15,813,0.487410071942446,0,20I.Alpha.V1,224,1
20A.EU1,Belgium,2020-08-03,0,0,42,20A.EU2,28,1
20A.EU1,Belgium,2020-08-17,0,0,28,20A.EU2,42,1
20A.EU1,Belgium,2020-08-31,0,0,14,20A.EU2,56,1
20A.EU1,Belgium,2020-09-14,40,0.655737704918033,0,20A.EU2,70,1
20A.EU1,Belgium,2020-09-28,35,0.660377358490566,0,20A.EU2,84,1
20A.EU1,Belgium,2020-10-12,74,0.552238805970149,0,20A.EU2,98,1
20A.EU1,Belgium,2020-10-26,24,0.375,0,20A.EU2,112,1
20A.EU1,Belgium,2020-11-09,51,0.894736842105263,0,20A.EU2,126,1
20A.EU1,Belgium,2020-11-23,36,1,0,20A.EU2,140,1
20A.EU1,Belgium,2020-12-07,37,0.660714285714286,0,20A.EU2,154,1
20A.EU1,Belgium,2020-12-21,45,0.9375,0,20I.Alpha.V1,168,1
20A.EU1,Belgium,2021-01-04,141,0.557312252964427,0,20I.Alpha.V1,182,1
20A.EU1,Iceland,2020-08-03,0,0,42,20A.EU2,28,1
20A.EU1,Iceland,2020-08-17,0,0,28,20A.EU2,42,1
20A.EU1,Iceland,2020-08-31,0,0,14,20A.EU2,56,1
20A.EU1,Iceland,2020-09-14,377,188.5,0,20A.EU2,70,1
20A.EU1,Iceland,2020-09-28,791,791,0,20A.EU2,84,1
20A.EU1,Iceland,2020-10-12,669,334.5,0,20A.EU2,98,1
20A.EU1,Iceland,2020-10-26,419,69.8333333333333,0,20A.EU2,112,1
20A.EU1,Iceland,2020-11-09,64,10.6666666666667,0,20A.EU2,126,1
20A.EU1,Iceland,2020-11-23,138,138,0,20I.Alpha.V1,140,1
20A.EU1,Iceland,2020-12-07,105,21,0,20A.EU2,154,1
20A.EU1,Iceland,2020-12-21,75,6.25,0,20I.Alpha.V1,168,1
20A.EU1,Iceland,2021-01-04,59,3.10526315789474,0,20I.Alpha.V1,182,1
20A.EU1,Ireland,2020-08-03,0,0,56,20A.EU2,28,1
20A.EU1,Ireland,2020-08-17,0,0,42,20A.EU2,42,1
20A.EU1,Ireland,2020-08-31,0,0,28,20A.EU2,56,1
20A.EU1,Ireland,2020-09-14,0,0,14,20A.EU2,70,1
20A.EU1,Ireland,2020-09-28,50,50,0,20A.EU2,84,1
20A.EU1,Ireland,2020-10-12,76,76,0,20A.EU2,98,1
20A.EU1,Ireland,2020-10-26,56,56,0,20A.EU2,112,1
20A.EU1,Ireland,2020-11-09,79,39.5,0,20A.EU2,126,1
20A.EU1,Ireland,2020-11-23,78,78,0,20A.EU2,140,1
20A.EU1,Ireland,2020-12-07,71,6.45454545454545,0,20I.Alpha.V1,154,1
20A.EU1,Ireland,2020-12-21,84,0.893617021276596,0,20I.Alpha.V1,168,1
20A.EU1,Ireland,2021-01-04,112,0.577319587628866,0,20I.Alpha.V1,182,1
20A.EU1,Luxembourg,2020-08-03,0,0,70,20A.EU2,28,1
20A.EU1,Luxembourg,2020-08-17,0,0,56,20A.EU2,42,1
20A.EU1,Luxembourg,2020-08-31,0,0,42,20A.EU2,56,1
20A.EU1,Luxembourg,2020-09-14,0,0,28,20A.EU2,70,1
20A.EU1,Luxembourg,2020-09-28,0,0,14,20A.EU2,84,1
20A.EU1,Luxembourg,2020-10-12,77,0.553956834532374,0,20A.EU2,98,1
20A.EU1,Luxembourg,2020-10-26,114,0.548076923076923,0,20A.EU2,112,1
20A.EU1,Luxembourg,2020-11-09,118,0.797297297297297,0,20A.EU2,126,1
20A.EU1,Luxembourg,2020-11-23,180,0.598006644518272,0,20A.EU2,140,1
20A.EU1,Luxembourg,2020-12-07,177,0.657992565055762,0,20A.EU2,154,1
20A.EU1,Luxembourg,2020-12-21,90,1.04651162790698,0,20A.EU2,168,1
20A.EU1,Luxembourg,2021-01-04,53,0.828125,0,20A.EU2,182,1
20A.EU1,Luxembourg,2021-01-18,69,0.8625,0,20A.EU2,196,1
20A.EU1,Norway,2020-08-03,0,0,70,20A.EU2,28,1
20A.EU1,Norway,2020-08-17,0,0,56,20A.EU2,42,1
20A.EU1,Norway,2020-08-31,0,0,42,20A.EU2,56,1
20A.EU1,Norway,2020-09-14,0,0,28,20A.EU2,70,1
20A.EU1,Norway,2020-09-28,0,0,14,20A.EU2,84,1
20A.EU1,Norway,2020-10-12,33,2.53846153846154,0,20A.EU2,98,1
20A.EU1,Norway,2020-10-26,30,1.66666666666667,0,20A.EU2,112,1
20A.EU1,Norway,2020-11-09,35,17.5,0,20A.EU2,126,1
20A.EU1,Norway,2020-11-23,29,9.66666666666667,0,20A.EU2,140,1
20A.EU1,Norway,2020-12-07,29,1.8125,0,20I.Alpha.V1,154,1
20A.EU1,Norway,2020-12-21,53,1.65625,0,20I.Alpha.V1,168,1
20A.EU1,Norway,2021-01-04,152,2.53333333333333,0,20I.Alpha.V1,182,1
20A.EU1,Norway,2021-01-18,150,0.646551724137931,0,20I.Alpha.V1,196,1
20A.EU1,Portugal,2020-08-03,0,0,84,20A.EU2,28,1
20A.EU1,Portugal,2020-08-17,0,0,70,20A.EU2,42,1
20A.EU1,Portugal,2020-08-31,0,0,56,20A.EU2,56,1
20A.EU1,Portugal,2020-09-14,0,0,42,20A.EU2,70,1
20A.EU1,Portugal,2020-09-28,0,0,28,20A.EU2,84,1
20A.EU1,Portugal,2020-10-12,0,0,14,20A.EU2,98,1
20A.EU1,Portugal,2020-10-26,16,8,0,20A.EU2,112,1
20A.EU1,Portugal,2020-11-09,262,7.70588235294118,0,20A.EU2,126,1
20A.EU1,Portugal,2020-12-21,136,1.78947368421053,0,20I.Alpha.V1,168,1
20A.EU1,Portugal,2021-01-04,506,3.51388888888889,0,20A.EU2,182,1
20A.EU1,Portugal,2021-01-18,64,0.810126582278481,0,20I.Alpha.V1,196,1
20A.EU1,Portugal,2021-02-01,234,0.472727272727273,0,20I.Alpha.V1,210,1
20A.EU2,France,2020-07-20,18,9,0,20A.EU1,14,1
20A.EU2,France,2020-08-03,51,5.66666666666667,0,20A.EU1,28,1
20A.EU2,France,2020-08-17,72,4.23529411764706,0,20A.EU1,42,1
20A.EU2,France,2020-08-31,422,4.53763440860215,0,20A.EU1,56,1
20A.EU2,France,2020-09-14,281,5.97872340425532,0,20A.EU1,70,1
20A.EU2,France,2020-09-28,177,4.21428571428571,0,20A.EU1,84,1
20A.EU2,France,2020-10-12,457,5.7125,0,20A.EU1,98,1
20A.EU2,France,2020-10-26,541,4.03731343283582,0,20A.EU1,112,1
20A.EU2,France,2020-11-09,367,4.95945945945946,0,20A.EU1,126,1
20A.EU2,France,2020-11-23,196,6.125,0,20A.EU1,140,1
20A.EU2,France,2020-12-07,210,3.68421052631579,0,20A.EU1,154,1
20A.EU2,France,2020-12-21,190,2.375,0,20I.Alpha.V1,168,1
20A.EU2,France,2021-01-04,549,1.17558886509636,0,20I.Alpha.V1,182,1
20A.EU2,France,2021-01-18,794,0.624704956726987,0,20I.Alpha.V1,196,1
20A.EU2,Denmark,2020-07-20,0,0,28,20A.EU1,14,1
20A.EU2,Denmark,2020-08-03,0,0,14,20A.EU1,28,1
20A.EU2,Denmark,2020-08-17,47,0.701492537313433,0,20A.EU1,42,1
20A.EU2,Denmark,2020-08-31,177,0.675572519083969,0,20A.EU1,56,1
20A.EU2,Denmark,2020-09-14,251,0.520746887966805,0,20A.EU1,70,1
20A.EU2,Denmark,2020-09-28,141,0.55952380952381,0,20A.EU1,84,1
20A.EU2,Denmark,2020-10-12,284,0.868501529051988,0,20A.EU1,98,1
20A.EU2,Denmark,2020-10-26,410,0.426638917793965,0,20A.EU1,112,1
20A.EU2,Switzerland,2020-07-20,0,0,28,20A.EU1,14,1
20A.EU2,Switzerland,2020-08-03,0,0,14,20A.EU1,28,1
20A.EU2,Switzerland,2020-08-17,37,0.627118644067797,0,20A.EU1,42,1
20A.EU2,Switzerland,2020-08-31,63,0.663157894736842,0,20A.EU1,56,1
20A.EU2,Switzerland,2020-09-28,95,0.730769230769231,0,20A.EU1,84,1
20A.EU2,Switzerland,2020-10-12,223,0.599462365591398,0,20A.EU1,98,1
20A.EU2,Switzerland,2020-10-26,529,1.13276231263383,0,20A.EU1,112,1
20A.EU2,Switzerland,2020-11-09,477,1.09153318077803,0,20A.EU1,126,1
20A.EU2,Switzerland,2020-11-23,384,1.20376175548589,0,20A.EU1,140,1
20A.EU2,Switzerland,2020-12-07,576,0.886153846153846,0,20A.EU1,154,1
20A.EU2,Switzerland,2020-12-21,714,0.8925,0,20A.EU1,168,1
20A.EU2,Switzerland,2021-01-04,904,0.928131416837782,0,20A.EU1,182,1
20A.EU2,Switzerland,2021-01-18,658,0.872679045092838,0,20I.Alpha.V1,196,1
20A.EU2,Slovenia,2020-07-20,0,0,42,20A.EU1,14,1
20A.EU2,Slovenia,2020-08-03,0,0,28,20A.EU1,28,1
20A.EU2,Slovenia,2020-08-17,0,0,14,20A.EU1,42,1
20A.EU2,Slovenia,2020-08-31,60,7.5,0,20A.EU1,56,1
20A.EU2,Slovenia,2020-09-14,69,6.9,0,20A.EU1,70,1
20A.EU2,Slovenia,2020-09-28,87,9.66666666666667,0,20A.EU1,84,1
20A.EU2,Slovenia,2020-10-12,86,14.3333333333333,0,20A.EU1,98,1
20A.EU2,Slovenia,2020-10-26,148,21.1428571428571,0,21J.Delta,112,1
20A.EU2,Slovenia,2020-11-09,22,22,0,20A.EU1,126,1
20A.EU2,Slovenia,2020-11-23,91,2.93548387096774,0,20A.EU1,140,1
20A.EU2,Slovenia,2020-12-07,86,6.14285714285714,0,20A.EU1,154,1
20A.EU2,Slovenia,2020-12-21,30,6,0,20A.EU1,168,1
20A.EU2,Slovenia,2021-01-04,35,1.45833333333333,0,20A.EU1,182,1
20A.EU2,Slovenia,2021-01-18,30,1.875,0,20A.EU1,196,1
20A.EU2,Slovenia,2021-02-01,27,0.428571428571429,0,20I.Alpha.V1,210,1
20A.EU2,Belgium,2020-07-20,0,0,56,20A.EU1,14,1
20A.EU2,Belgium,2020-08-03,0,0,42,20A.EU1,28,1
20A.EU2,Belgium,2020-08-17,0,0,28,20A.EU1,42,1
20A.EU2,Belgium,2020-08-31,0,0,14,20A.EU1,56,1
20A.EU2,Belgium,2020-09-14,61,1.525,0,20A.EU1,70,1
20A.EU2,Belgium,2020-09-28,53,1.51428571428571,0,20A.EU1,84,1
20A.EU2,Belgium,2020-10-12,134,1.81081081081081,0,20A.EU1,98,1
20A.EU2,Belgium,2020-10-26,64,2.66666666666667,0,20A.EU1,112,1
20A.EU2,Belgium,2020-11-09,57,1.11764705882353,0,20A.EU1,126,1
20A.EU2,Belgium,2020-11-23,36,1,0,20A.EU2,140,1
20A.EU2,Belgium,2020-12-07,56,1.51351351351351,0,20A.EU1,154,1
20A.EU2,Belgium,2020-12-21,32,0.666666666666667,0,20I.Alpha.V1,168,1
20A.EU2,Norway,2020-07-20,0,0,56,20A.EU1,14,1
20A.EU2,Norway,2020-08-03,0,0,42,20A.EU1,28,1
20A.EU2,Norway,2020-08-17,0,0,28,20A.EU1,42,1
20A.EU2,Norway,2020-08-31,0,0,14,20A.EU1,56,1
20A.EU2,Norway,2020-09-14,34,34,0,20A.EU1,70,1
20A.EU2,Norway,2020-09-28,22,2.2,0,20A.EU1,84,1
20A.EU2,Norway,2020-10-26,18,0.6,0,20A.EU1,112,1
20A.EU2,Canada,2020-07-20,0,0,70,20A.EU1,14,1
20A.EU2,Canada,2020-08-03,0,0,56,20A.EU1,28,1
20A.EU2,Canada,2020-08-17,0,0,42,20A.EU1,42,1
20A.EU2,Canada,2020-08-31,0,0,28,20A.EU1,56,1
20A.EU2,Canada,2020-09-14,0,0,14,20A.EU1,70,1
20A.EU2,Canada,2020-09-28,17,2.125,0,20A.EU1,84,1
20A.EU2,Canada,2020-10-12,44,4.88888888888889,0,20A.EU1,98,1
20A.EU2,Canada,2020-10-26,71,23.6666666666667,0,20A.EU1,112,1
20A.EU2,Canada,2020-11-09,116,116,0,20A.EU1,126,1
20A.EU2,Canada,2020-11-23,129,43,0,20A.EU1,140,1
20A.EU2,Canada,2020-12-07,335,33.5,0,20B.S.732A,154,1
20A.EU2,Canada,2020-12-21,479,21.7727272727273,0,20B.S.732A,168,1
20A.EU2,Canada,2021-01-04,640,16,0,20I.Alpha.V1,182,1
20A.EU2,Canada,2021-01-18,494,4.98989898989899,0,20I.Alpha.V1,196,1
20A.EU2,Canada,2021-02-01,253,0.890845070422535,0,20I.Alpha.V1,210,1
20A.S.126A,South Korea,2021-04-12,32,0.253968253968254,14,20I.Alpha.V1,280,1
20A.S.126A,South Korea,2021-04-26,56,0.509090909090909,0,20I.Alpha.V1,294,1
20A.S.126A,South Korea,2021-05-10,60,1.2,0,20I.Alpha.V1,308,1
20A.S.126A,South Korea,2021-05-24,92,2.19047619047619,0,20A.S.210T,322,1
20A.S.210T,Germany,2021-04-05,21,2.33333333333333,0,20B.S.796H,273,1
20A.S.210T,Germany,2021-04-19,32,0.82051282051282,0,21A.21B,287,1
20A.S.210T,France,2021-04-05,0,0,14,20B.S.796H,273,1
20A.S.210T,France,2021-04-19,16,1.23076923076923,0,20B.S.796H,287,1
20B.S.732A,Mexico,2020-11-23,20,1.42857142857143,0,21C.Epsilon,140,1
20B.S.732A,Mexico,2020-12-07,34,1.03030303030303,0,21C.Epsilon,154,1
20B.S.732A,Mexico,2020-12-21,61,3.58823529411765,0,21C.Epsilon,168,1
20B.S.732A,Mexico,2021-01-04,143,13,0,21C.Epsilon,182,1
20B.S.732A,Mexico,2021-01-18,170,5.66666666666667,0,21C.Epsilon,196,1
20B.S.732A,Mexico,2021-02-01,542,16.9375,0,21C.Epsilon,210,1
20B.S.732A,Mexico,2021-02-15,658,13.4285714285714,0,21C.Epsilon,224,1
20B.S.732A,Mexico,2021-03-01,1067,16.4153846153846,0,21C.Epsilon,238,1
20B.S.732A,Mexico,2021-03-15,793,16.8723404255319,0,21C.Epsilon,252,1
20B.S.732A,Mexico,2021-03-29,809,15.2641509433962,0,20I.Alpha.V1,266,1
20B.S.732A,Mexico,2021-04-12,880,7.58620689655172,0,20I.Alpha.V1,280,1
20B.S.732A,Mexico,2021-04-26,918,3.84100418410042,0,20I.Alpha.V1,294,1
20B.S.732A,Mexico,2021-05-10,614,1.8719512195122,0,20J.Gamma.V3,308,1
20B.S.732A,Mexico,2021-05-24,362,0.573692551505547,0,20J.Gamma.V3,322,1
20B.S.732A,Mexico,2021-06-07,239,0.369969040247678,0,20J.Gamma.V3,336,1
20B.S.796H,United Kingdom,2021-03-08,17,1.7,0,21A.21B,245,1
20B.S.796H,United Kingdom,2021-03-22,20,0.833333333333333,0,21A.21B,259,1
20B.S.796H,USA,2021-03-08,22,0.241758241758242,14,21A.21B,245,1
20B.S.796H,USA,2021-03-22,74,0.420454545454545,0,21A.21B,259,1
20B.S.796H,USA,2021-04-05,175,0.605536332179931,0,21A.21B,273,1
20B.S.796H,USA,2021-04-19,202,0.474178403755869,0,21A.21B,287,1
20B.S.796H,USA,2021-05-03,191,0.340463458110517,0,21A.21B,301,1
20B.S.796H,Canada,2021-03-08,0,0,14,21A.21B,245,1
20B.S.796H,Canada,2021-03-22,21,0.446808510638298,0,21A.21B,259,1
20B.S.796H,Germany,2021-03-08,0,0,14,20A.S.210T,245,1
20B.S.796H,Germany,2021-03-22,15,1.66666666666667,0,20A.S.210T,259,1
20H.Beta.V2,Austria,2021-01-04,45,0.338345864661654,0,20I.Alpha.V1,182,1
20H.Beta.V2,Austria,2021-01-18,111,1.85,0,20I.Alpha.V1,196,1
20H.Beta.V2,South Africa,2021-01-04,855,285,0,20I.Alpha.V1,182,1
20H.Beta.V2,South Africa,2021-02-01,305,152.5,0,20I.Alpha.V1,210,1
20H.Beta.V2,South Africa,2021-02-15,173,86.5,0,20I.Alpha.V1,224,1
20H.Beta.V2,South Africa,2021-03-01,295,73.75,0,20I.Alpha.V1,238,1
20H.Beta.V2,South Africa,2021-03-15,238,17,0,20I.Alpha.V1,252,1
20H.Beta.V2,South Africa,2021-03-29,163,32.6,0,20I.Alpha.V1,266,1
20H.Beta.V2,South Africa,2021-04-12,289,41.2857142857143,0,20I.Alpha.V1,280,1
20H.Beta.V2,South Africa,2021-04-26,355,13.6538461538462,0,20I.Alpha.V1,294,1
20H.Beta.V2,South Africa,2021-05-10,362,7.54166666666667,0,20I.Alpha.V1,308,1
20H.Beta.V2,South Africa,2021-05-24,451,2.06880733944954,0,21J.Delta,322,1
20H.Beta.V2,South Africa,2021-06-07,288,0.472906403940887,0,21J.Delta,336,1
20H.Beta.V2,Philippines,2021-01-04,0,0,28,20I.Alpha.V1,182,1
20H.Beta.V2,Philippines,2021-01-18,0,0,14,20I.Alpha.V1,196,1
20H.Beta.V2,Philippines,2021-02-01,19,0.791666666666667,0,20I.Alpha.V1,210,1
20H.Beta.V2,Philippines,2021-02-15,73,1.19672131147541,0,20I.Alpha.V1,224,1
20H.Beta.V2,Philippines,2021-03-01,242,1.32967032967033,0,20I.Alpha.V1,238,1
20H.Beta.V2,Philippines,2021-03-15,407,1.36120401337793,0,20I.Alpha.V1,252,1
20H.Beta.V2,Philippines,2021-03-29,407,1.49084249084249,0,20I.Alpha.V1,266,1
20H.Beta.V2,Philippines,2021-04-12,127,1.0948275862069,0,20I.Alpha.V1,280,1
20H.Beta.V2,Philippines,2021-04-26,187,1.02747252747253,0,20I.Alpha.V1,294,1
20H.Beta.V2,Philippines,2021-05-10,123,1.00819672131148,0,20I.Alpha.V1,308,1
20H.Beta.V2,Philippines,2021-05-24,246,1.08849557522124,0,20I.Alpha.V1,322,1
20H.Beta.V2,Philippines,2021-06-07,263,1.24056603773585,0,20I.Alpha.V1,336,1
20H.Beta.V2,Philippines,2021-06-21,389,1.23885350318471,0,20I.Alpha.V1,350,1
20H.Beta.V2,Philippines,2021-07-05,307,1.13284132841328,0,20I.Alpha.V1,364,1
20H.Beta.V2,Philippines,2021-07-19,165,0.355603448275862,0,21I.Delta,378,1
20H.Beta.V2,Qatar,2021-01-04,0,0,28,20I.Alpha.V1,182,1
20H.Beta.V2,Qatar,2021-01-18,0,0,14,20I.Alpha.V1,196,1
20H.Beta.V2,Qatar,2021-02-01,17,0.708333333333333,0,20I.Alpha.V1,210,1
20H.Beta.V2,Qatar,2021-02-15,33,0.673469387755102,0,20I.Alpha.V1,224,1
20H.Beta.V2,Qatar,2021-03-01,37,0.925,0,20I.Alpha.V1,238,1
20H.Beta.V2,Qatar,2021-03-15,84,2.89655172413793,0,20I.Alpha.V1,252,1
20H.Beta.V2,Qatar,2021-03-29,26,6.5,0,20I.Alpha.V1,266,1
20H.Beta.V2,Qatar,2021-04-12,154,6.16,0,20I.Alpha.V1,280,1
20H.Beta.V2,Qatar,2021-04-26,134,5.15384615384615,0,21J.Delta,294,1
20H.Beta.V2,Qatar,2021-05-10,28,1.55555555555556,0,21A.21B,308,1
20H.Beta.V2,Turkey,2021-01-04,0,0,42,20I.Alpha.V1,182,1
20H.Beta.V2,Turkey,2021-01-18,23,0.0798611111111111,28,20I.Alpha.V1,196,1
20H.Beta.V2,Turkey,2021-02-01,41,0.333333333333333,14,20I.Alpha.V1,210,1
20H.Beta.V2,Turkey,2021-02-15,54,2.57142857142857,0,20A.EU1,224,1
20H.Beta.V2,Turkey,2021-03-15,89,0.6953125,0,21A.21B,252,1
20H.Beta.V2,Turkey,2021-03-29,86,2.96551724137931,0,20I.Alpha.V1,266,1
20H.Beta.V2,Luxembourg,2021-01-04,0,0,56,20A.EU2,182,1
20H.Beta.V2,Luxembourg,2021-01-18,15,0.1875,42,20A.EU2,196,1
20H.Beta.V2,Luxembourg,2021-02-01,42,0.12962962962963,28,20I.Alpha.V1,210,1
20H.Beta.V2,Luxembourg,2021-02-15,92,0.325088339222615,14,20I.Alpha.V1,224,1
