pangoLineage,country,date,count,prev,days_to_prev,pangoLineage2,prevsO,Day,B
20A.EU1,Denmark,2020-08-03,21,3,0,20A.EU2,0.75,28,1
20A.EU1,Denmark,2020-08-17,67,1.42553191489362,0,20A.EU2,0.587719298245614,42,1
20A.EU1,Denmark,2020-08-31,262,1.48022598870056,0,20A.EU2,0.596810933940774,56,1
20A.EU1,Denmark,2020-09-14,482,1.9203187250996,0,20A.EU2,0.657571623465211,70,1
20A.EU1,Denmark,2020-09-28,252,1.78723404255319,0,20A.EU2,0.641221374045801,84,1
20A.EU1,Denmark,2020-10-12,327,1.15140845070423,0,20A.EU2,0.53518821603928,98,1
20A.EU1,Denmark,2020-10-26,961,2.34390243902439,0,20A.EU2,0.700948212983224,112,1
20A.EU1,Denmark,2020-11-09,1082,3.29878048780488,0,20A.EU2,0.765746638358103,126,1
20A.EU1,Denmark,2020-11-23,2328,4.61904761904762,0,20A.EU2,0.81885332395357,140,1
20A.EU1,Denmark,2020-12-07,5006,5.22002085505735,0,20A.EU2,0.832114361702128,154,1
20A.EU1,Denmark,2020-12-21,4515,6.67899408284024,0,20A.EU2,0.846298031865042,168,1
20A.EU1,Denmark,2021-01-04,4987,6.72102425876011,0,20A.EU2,0.80500403551251,182,1
20A.EU1,Denmark,2021-01-18,3455,3.62159329140461,0,20I.Alpha.V1,0.706688484352628,196,1
20A.EU1,Denmark,2021-02-01,1511,0.957541191381496,0,20I.Alpha.V1,0.449970220369267,210,1
20A.EU1,Switzerland,2020-08-03,23,23,0,20A.EU2,0.958333333333333,28,1
20A.EU1,Switzerland,2020-08-17,59,1.59459459459459,0,20A.EU2,0.614583333333333,42,1
20A.EU1,Switzerland,2020-08-31,95,1.50793650793651,0,20A.EU2,0.60126582278481,56,1
20A.EU1,Switzerland,2020-09-28,130,1.36842105263158,0,20A.EU2,0.577777777777778,84,1
20A.EU1,Switzerland,2020-10-12,371,1.66367713004484,0,20A.EU2,0.624579124579125,98,1
20A.EU1,Switzerland,2020-10-26,467,0.882797731568998,0,20A.EU2,0.468875502008032,112,1
20A.EU1,Switzerland,2020-11-09,437,0.916142557651992,0,20A.EU2,0.471922246220302,126,1
20A.EU1,Switzerland,2020-11-23,318,0.828125,0,20A.EU2,0.447257383966245,140,1
20A.EU1,Switzerland,2020-12-07,650,1.13240418118467,0,20A.EU2,0.524193548387097,154,1
20A.EU1,Switzerland,2020-12-21,799,1.12061711079944,0,20A.EU2,0.485714285714286,168,1
20A.EU1,Switzerland,2021-01-04,972,1.07522123893805,0,20A.EU2,0.438035150968905,182,1
20A.EU1,Switzerland,2021-01-18,709,0.944074567243675,0,20I.Alpha.V1,0.322565969062784,196,1
20A.EU1,United Kingdom,2020-08-03,163,9.05555555555556,0,20A.EU2,0.900552486187845,28,1
20A.EU1,United Kingdom,2020-08-17,875,4.80769230769231,0,20A.EU2,0.827814569536424,42,1
20A.EU1,United Kingdom,2020-08-31,1862,9.17241379310345,0,20A.EU2,0.901694915254237,56,1
20A.EU1,United Kingdom,2020-09-14,4507,20.2107623318386,0,20A.EU2,0.952250158461864,70,1
20A.EU1,United Kingdom,2020-09-28,6483,18.8459302325581,0,20A.EU2,0.948639157155399,84,1
20A.EU1,United Kingdom,2020-10-12,10302,22.6916299559471,0,20A.EU2,0.954595997034841,98,1
20A.EU1,United Kingdom,2020-10-26,12173,28.3093023255814,0,20A.EU2,0.93985484867202,112,1
20A.EU1,United Kingdom,2020-11-09,12183,8.68353528153956,0,20I.Alpha.V1,0.867487895186557,126,1
20A.EU1,United Kingdom,2020-11-23,5899,5.56509433962264,0,20I.Alpha.V1,0.833898784280464,140,1
20A.EU1,United Kingdom,2020-12-07,10653,1.23384294649062,0,20I.Alpha.V1,0.54558025197173,154,1
20A.EU1,United Kingdom,2020-12-21,5582,0.474014945652174,0,20I.Alpha.V1,0.31891675712735,168,1
20A.EU1,Netherlands,2020-08-03,0,0,14,20A.EU2,0.892857142857143,28,1
20A.EU1,Netherlands,2020-08-17,25,8.33333333333333,0,20A.EU2,0.892857142857143,42,1
20A.EU1,Netherlands,2020-08-31,33,4.71428571428571,0,20A.EU2,0.825,56,1
20A.EU1,Netherlands,2020-09-14,83,5.1875,0,20A.EU2,0.838383838383838,70,1
20A.EU1,Netherlands,2020-09-28,99,2.1063829787234,0,20A.EU2,0.678082191780822,84,1
20A.EU1,Netherlands,2020-10-12,153,2.63793103448276,0,20A.EU2,0.725118483412322,98,1
20A.EU1,Netherlands,2020-10-26,201,4.10204081632653,0,20A.EU2,0.804,112,1
20A.EU1,Netherlands,2020-11-09,223,4.28846153846154,0,20A.EU2,0.807971014492754,126,1
20A.EU1,Netherlands,2020-11-23,231,3.08,0,20A.EU2,0.747572815533981,140,1
20A.EU1,Netherlands,2020-12-07,332,3.32,0,20A.EU2,0.723311546840959,154,1
20A.EU1,Netherlands,2020-12-21,429,2.97916666666667,0,20I.Alpha.V1,0.599162011173184,168,1
20A.EU1,Netherlands,2021-01-04,684,2.35862068965517,0,20I.Alpha.V1,0.569525395503747,182,1
20A.EU1,Netherlands,2021-01-18,734,1.36685288640596,0,20I.Alpha.V1,0.498302783435166,196,1
20A.EU1,Netherlands,2021-02-01,765,0.922798552472859,0,20I.Alpha.V1,0.417348608837971,210,1
20A.EU1,Germany,2020-08-03,0,0,14,20A.EU2,0.615384615384615,28,1
20A.EU1,Germany,2020-08-17,16,1.6,0,20A.EU2,0.615384615384615,42,1
20A.EU1,Germany,2020-09-14,49,4.08333333333333,0,20A.EU2,0.80327868852459,70,1
20A.EU1,Germany,2020-09-28,60,10,0,20A.EU2,0.909090909090909,84,1
20A.EU1,Germany,2020-10-12,60,2.5,0,20A.EU2,0.714285714285714,98,1
20A.EU1,Germany,2020-10-26,64,2,0,20A.EU2,0.65979381443299,112,1
20A.EU1,Germany,2020-11-09,105,3.38709677419355,0,20A.EU2,0.772058823529412,126,1
20A.EU1,Germany,2020-11-23,177,4.65789473684211,0,20A.EU2,0.811926605504587,140,1
20A.EU1,Germany,2020-12-07,239,4.19298245614035,0,20A.EU2,0.788778877887789,154,1
20A.EU1,Germany,2020-12-21,203,3.5,0,20A.EU2,0.692832764505119,168,1
20A.EU1,Germany,2021-01-04,563,3.47530864197531,0,20A.EU2,0.660798122065728,182,1
20A.EU1,Germany,2021-01-18,1617,2.23034482758621,0,20I.Alpha.V1,0.567966280295047,196,1
20A.EU1,Germany,2021-02-01,2012,0.806089743589744,0,20I.Alpha.V1,0.39466457434288,210,1
20A.EU1,Germany,2021-02-15,2118,0.387912087912088,0,20I.Alpha.V1,0.257507598784195,224,1
20A.EU1,Spain,2020-08-03,0,0,28,20A.EU2,0.997429305912596,28,1
20A.EU1,Spain,2020-08-17,0,0,14,20A.EU2,0.997429305912596,42,1
20A.EU1,Spain,2020-08-31,388,388,0,20A.EU2,0.997429305912596,56,1
20A.EU1,Spain,2020-09-14,367,30.5833333333333,0,20A.EU2,0.968337730870712,70,1
20A.EU1,Spain,2020-09-28,517,129.25,0,20A.EU2,0.99232245681382,84,1
20A.EU1,Spain,2020-10-12,410,58.5714285714286,0,20A.EU2,0.980861244019139,98,1
20A.EU1,Spain,2020-10-26,316,39.5,0,20A.EU2,0.951807228915663,112,1
20A.EU1,Spain,2020-11-09,343,85.75,0,20A.EU2,0.974431818181818,126,1
20A.EU1,Spain,2020-11-23,430,26.875,0,20A.EU2,0.961968680089485,140,1
20A.EU1,Spain,2020-12-07,929,30.9666666666667,0,20A.EU2,0.961697722567288,154,1
20A.EU1,Spain,2020-12-21,1069,5.53886010362694,0,20I.Alpha.V1,0.817278287461774,168,1
20A.EU1,Spain,2021-01-04,981,1.32032301480485,0,20I.Alpha.V1,0.553924336533032,182,1
20A.EU1,Spain,2021-01-18,1764,2.04640371229698,0,20I.Alpha.V1,0.650202727607814,196,1
20A.EU1,Spain,2021-02-01,1326,1.12563667232598,0,20I.Alpha.V1,0.507268553940321,210,1
20A.EU1,Spain,2021-02-15,810,0.485902819436113,0,20I.Alpha.V1,0.3125,224,1
20A.EU1,Italy,2020-08-03,0,0,28,20A.EU2,0.895348837209302,28,1
20A.EU1,Italy,2020-08-17,0,0,14,20A.EU2,0.895348837209302,42,1
20A.EU1,Italy,2020-08-31,77,8.55555555555556,0,20A.EU2,0.895348837209302,56,1
20A.EU1,Italy,2020-09-14,108,15.4285714285714,0,20A.EU2,0.939130434782609,70,1
20A.EU1,Italy,2020-09-28,89,22.25,0,20A.EU2,0.946808510638298,84,1
20A.EU1,Italy,2020-10-12,142,12.9090909090909,0,20A.EU2,0.91025641025641,98,1
20A.EU1,Italy,2020-10-26,285,5.37735849056604,0,20A.EU2,0.838235294117647,112,1
20A.EU1,Italy,2020-11-09,177,9.83333333333333,0,20A.EU2,0.898477157360406,126,1
20A.EU1,Italy,2020-11-23,195,13,0,20A.EU2,0.919811320754717,140,1
20A.EU1,Italy,2020-12-07,437,7.40677966101695,0,20A.EU2,0.829222011385199,154,1
20A.EU1,Italy,2020-12-21,475,3.44202898550725,0,20I.Alpha.V1,0.725190839694656,168,1
20A.EU1,Italy,2021-01-04,534,3.08670520231214,0,20I.Alpha.V1,0.706349206349206,182,1
20A.EU1,Italy,2021-01-18,333,1.040625,0,20I.Alpha.V1,0.477077363896848,196,1
20A.EU1,Italy,2021-02-01,552,0.533333333333333,0,20I.Alpha.V1,0.299511665762344,210,1
20A.EU1,Italy,2021-02-15,638,0.369426751592357,0,20I.Alpha.V1,0.238951310861423,224,1
20A.EU1,Iceland,2020-08-03,0,0,42,20A.EU2,0.994722955145119,28,1
20A.EU1,Iceland,2020-08-17,0,0,28,20A.EU2,0.994722955145119,42,1
20A.EU1,Iceland,2020-08-31,0,0,14,20A.EU2,0.994722955145119,56,1
20A.EU1,Iceland,2020-09-14,377,188.5,0,20A.EU2,0.994722955145119,70,1
20A.EU1,Iceland,2020-09-28,791,791,0,20A.EU2,0.998737373737374,84,1
20A.EU1,Iceland,2020-10-12,669,334.5,0,20A.EU2,0.997019374068554,98,1
20A.EU1,Iceland,2020-10-26,419,69.8333333333333,0,20A.EU2,0.985882352941176,112,1
20A.EU1,Iceland,2020-11-09,64,10.6666666666667,0,20A.EU2,0.914285714285714,126,1
20A.EU1,Iceland,2020-11-23,138,138,0,20I.Alpha.V1,0.992805755395683,140,1
20A.EU1,Iceland,2020-12-07,105,21,0,20A.EU2,0.929203539823009,154,1
20A.EU1,Iceland,2020-12-21,74,6.16666666666667,0,20I.Alpha.V1,0.840909090909091,168,1
20A.EU1,Iceland,2021-01-04,59,3.10526315789474,0,20I.Alpha.V1,0.7375,182,1
20A.EU1,Belgium,2020-08-03,0,0,42,20A.EU2,0.396039603960396,28,1
20A.EU1,Belgium,2020-08-17,0,0,28,20A.EU2,0.396039603960396,42,1
20A.EU1,Belgium,2020-08-31,0,0,14,20A.EU2,0.396039603960396,56,1
20A.EU1,Belgium,2020-09-14,40,0.655737704918033,0,20A.EU2,0.396039603960396,70,1
20A.EU1,Belgium,2020-09-28,35,0.660377358490566,0,20A.EU2,0.397727272727273,84,1
20A.EU1,Belgium,2020-10-12,74,0.552238805970149,0,20A.EU2,0.355769230769231,98,1
20A.EU1,Belgium,2020-10-26,24,0.375,0,20A.EU2,0.272727272727273,112,1
20A.EU1,Belgium,2020-11-09,51,0.894736842105263,0,20A.EU2,0.472222222222222,126,1
20A.EU1,Belgium,2020-11-23,36,1,0,20A.EU2,0.48,140,1
20A.EU1,Belgium,2020-12-07,37,0.660714285714286,0,20A.EU2,0.389473684210526,154,1
20A.EU1,Belgium,2020-12-21,44,0.916666666666667,0,20I.Alpha.V1,0.33587786259542,168,1
20A.EU1,Belgium,2021-01-04,140,0.553359683794466,0,20I.Alpha.V1,0.298507462686567,182,1
20A.EU1,Ireland,2020-08-03,0,0,56,20A.EU2,0.980392156862745,28,1
20A.EU1,Ireland,2020-08-17,0,0,42,20A.EU2,0.980392156862745,42,1
20A.EU1,Ireland,2020-08-31,0,0,28,20A.EU2,0.980392156862745,56,1
20A.EU1,Ireland,2020-09-14,0,0,14,20A.EU2,0.980392156862745,70,1
20A.EU1,Ireland,2020-09-28,50,50,0,20A.EU2,0.980392156862745,84,1
20A.EU1,Ireland,2020-10-12,76,76,0,20A.EU2,0.987012987012987,98,1
20A.EU1,Ireland,2020-10-26,56,56,0,20A.EU2,0.982456140350877,112,1
20A.EU1,Ireland,2020-11-09,79,39.5,0,20A.EU2,0.975308641975309,126,1
20A.EU1,Ireland,2020-11-23,78,78,0,20A.EU2,0.987341772151899,140,1
20A.EU1,Ireland,2020-12-07,71,6.45454545454545,0,20I.Alpha.V1,0.855421686746988,154,1
20A.EU1,Ireland,2020-12-21,84,0.893617021276596,0,20I.Alpha.V1,0.446808510638298,168,1
20A.EU1,Ireland,2021-01-04,112,0.577319587628866,0,20I.Alpha.V1,0.358974358974359,182,1
20A.EU1,Norway,2020-08-03,0,0,70,20A.EU2,0.717391304347826,28,1
20A.EU1,Norway,2020-08-17,0,0,56,20A.EU2,0.717391304347826,42,1
20A.EU1,Norway,2020-08-31,0,0,42,20A.EU2,0.717391304347826,56,1
20A.EU1,Norway,2020-09-14,0,0,28,20A.EU2,0.717391304347826,70,1
20A.EU1,Norway,2020-09-28,0,0,14,20A.EU2,0.717391304347826,84,1
20A.EU1,Norway,2020-10-12,33,2.53846153846154,0,20A.EU2,0.717391304347826,98,1
20A.EU1,Norway,2020-10-26,30,1.66666666666667,0,20A.EU2,0.625,112,1
20A.EU1,Norway,2020-11-09,35,17.5,0,20A.EU2,0.945945945945946,126,1
20A.EU1,Norway,2020-11-23,29,9.66666666666667,0,20A.EU2,0.90625,140,1
20A.EU1,Norway,2020-12-07,29,1.8125,0,20I.Alpha.V1,0.617021276595745,154,1
20A.EU1,Norway,2020-12-21,53,1.65625,0,20I.Alpha.V1,0.582417582417582,168,1
20A.EU1,Norway,2021-01-04,152,2.53333333333333,0,20I.Alpha.V1,0.641350210970464,182,1
20A.EU1,Norway,2021-01-18,150,0.646551724137931,0,20I.Alpha.V1,0.357142857142857,196,1
20A.EU1,Luxembourg,2020-08-03,0,0,70,20A.EU2,0.356481481481481,28,1
20A.EU1,Luxembourg,2020-08-17,0,0,56,20A.EU2,0.356481481481481,42,1
20A.EU1,Luxembourg,2020-08-31,0,0,42,20A.EU2,0.356481481481481,56,1
20A.EU1,Luxembourg,2020-09-14,0,0,28,20A.EU2,0.356481481481481,70,1
20A.EU1,Luxembourg,2020-09-28,0,0,14,20A.EU2,0.356481481481481,84,1
20A.EU1,Luxembourg,2020-10-12,77,0.553956834532374,0,20A.EU2,0.356481481481481,98,1
20A.EU1,Luxembourg,2020-10-26,114,0.548076923076923,0,20A.EU2,0.354037267080745,112,1
20A.EU1,Luxembourg,2020-11-09,118,0.797297297297297,0,20A.EU2,0.443609022556391,126,1
20A.EU1,Luxembourg,2020-11-23,180,0.598006644518272,0,20A.EU2,0.374220374220374,140,1
20A.EU1,Luxembourg,2020-12-07,177,0.657992565055762,0,20A.EU2,0.396860986547085,154,1
20A.EU1,Luxembourg,2020-12-21,90,1.04651162790698,0,20A.EU2,0.494505494505495,168,1
20A.EU1,Luxembourg,2021-01-04,53,0.828125,0,20A.EU2,0.358108108108108,182,1
20A.EU1,Luxembourg,2021-01-18,69,0.8625,0,20A.EU2,0.285123966942149,196,1
20A.EU1,Sweden,2020-08-03,0,0,84,20A.EU2,0.56,28,1
20A.EU1,Sweden,2020-08-17,0,0,70,20A.EU2,0.56,42,1
20A.EU1,Sweden,2020-08-31,0,0,56,20A.EU2,0.56,56,1
20A.EU1,Sweden,2020-09-14,0,0,42,20A.EU2,0.56,70,1
20A.EU1,Sweden,2020-09-28,0,0,28,20A.EU2,0.56,84,1
20A.EU1,Sweden,2020-10-12,0,0,14,20A.EU2,0.56,98,1
20A.EU1,Sweden,2020-10-26,42,1.5,0,20A.EU2,0.56,112,1
20A.EU1,Sweden,2020-11-09,43,1.48275862068966,0,20A.EU2,0.573333333333333,126,1
20A.EU1,Sweden,2020-11-23,56,2.94736842105263,0,20A.EU2,0.746666666666667,140,1
20A.EU1,Sweden,2020-12-07,52,1.1063829787234,0,20A.EU2,0.52,154,1
20A.EU1,Sweden,2020-12-21,140,2.59259259259259,0,20A.EU2,0.593220338983051,168,1
20A.EU1,Sweden,2021-01-04,561,3.76510067114094,0,20A.EU2,0.663120567375887,182,1
20A.EU1,Sweden,2021-01-18,1398,2.84725050916497,0,20I.Alpha.V1,0.620230700976043,196,1
20A.EU1,Sweden,2021-02-01,1971,0.58348134991119,0,20I.Alpha.V1,0.318828857974765,210,1
20A.EU2,France,2020-07-20,18,9,0,20A.EU1,0.9,14,1
20A.EU2,France,2020-08-03,51,5.66666666666667,0,20A.EU1,0.85,28,1
20A.EU2,France,2020-08-17,72,4.23529411764706,0,20A.EU1,0.808988764044944,42,1
20A.EU2,France,2020-08-31,422,4.53763440860215,0,20A.EU1,0.819417475728155,56,1
20A.EU2,France,2020-09-14,281,5.97872340425532,0,20A.EU1,0.856707317073171,70,1
20A.EU2,France,2020-09-28,177,4.21428571428571,0,20A.EU1,0.808219178082192,84,1
20A.EU2,France,2020-10-12,457,5.7125,0,20A.EU1,0.851024208566108,98,1
20A.EU2,France,2020-10-26,541,4.06766917293233,0,20A.EU1,0.800295857988166,112,1
20A.EU2,France,2020-11-09,367,4.95945945945946,0,20A.EU1,0.826576576576577,126,1
20A.EU2,France,2020-11-23,196,6.125,0,20A.EU1,0.85589519650655,140,1
20A.EU2,France,2020-12-07,210,3.68421052631579,0,20A.EU1,0.783582089552239,154,1
20A.EU2,France,2020-12-21,190,2.375,0,20I.Alpha.V1,0.555555555555556,168,1
20A.EU2,France,2021-01-04,549,1.18318965517241,0,20I.Alpha.V1,0.399563318777293,182,1
20A.EU2,France,2021-01-18,793,0.626877470355731,0,20I.Alpha.V1,0.273259820813232,196,1
20A.EU2,Denmark,2020-07-20,0,0,28,20A.EU1,0.412280701754386,14,1
20A.EU2,Denmark,2020-08-03,0,0,14,20A.EU1,0.412280701754386,28,1
20A.EU2,Denmark,2020-08-17,47,0.701492537313433,0,20A.EU1,0.412280701754386,42,1
20A.EU2,Denmark,2020-08-31,177,0.675572519083969,0,20A.EU1,0.403189066059225,56,1
20A.EU2,Denmark,2020-09-14,251,0.520746887966805,0,20A.EU1,0.342428376534789,70,1
20A.EU2,Denmark,2020-09-28,141,0.55952380952381,0,20A.EU1,0.358778625954198,84,1
20A.EU2,Denmark,2020-10-12,284,0.868501529051988,0,20A.EU1,0.46481178396072,98,1
20A.EU2,Denmark,2020-10-26,410,0.426638917793965,0,20A.EU1,0.299051787016776,112,1
20A.EU2,Switzerland,2020-07-20,0,0,28,20A.EU1,0.385416666666667,14,1
20A.EU2,Switzerland,2020-08-03,0,0,14,20A.EU1,0.385416666666667,28,1
20A.EU2,Switzerland,2020-08-17,37,0.627118644067797,0,20A.EU1,0.385416666666667,42,1
20A.EU2,Switzerland,2020-08-31,63,0.663157894736842,0,20A.EU1,0.39873417721519,56,1
20A.EU2,Switzerland,2020-09-28,95,0.730769230769231,0,20A.EU1,0.422222222222222,84,1
20A.EU2,Switzerland,2020-10-12,223,0.601078167115903,0,20A.EU1,0.375420875420875,98,1
20A.EU2,Switzerland,2020-10-26,529,1.13276231263383,0,20A.EU1,0.531124497991968,112,1
20A.EU2,Switzerland,2020-11-09,477,1.09153318077803,0,20A.EU1,0.51511879049676,126,1
20A.EU2,Switzerland,2020-11-23,384,1.20754716981132,0,20A.EU1,0.540084388185654,140,1
20A.EU2,Switzerland,2020-12-07,574,0.883076923076923,0,20A.EU1,0.462903225806452,154,1
20A.EU2,Switzerland,2020-12-21,713,0.892365456821026,0,20A.EU1,0.433434650455927,168,1
20A.EU2,Switzerland,2021-01-04,904,0.930041152263375,0,20A.EU1,0.407390716538982,182,1
20A.EU2,Switzerland,2021-01-18,658,0.876165113182423,0,20I.Alpha.V1,0.299363057324841,196,1
20A.EU2,Slovenia,2020-07-20,0,0,42,20A.EU1,0.882352941176471,14,1
20A.EU2,Slovenia,2020-08-03,0,0,28,20A.EU1,0.882352941176471,28,1
20A.EU2,Slovenia,2020-08-17,0,0,14,20A.EU1,0.882352941176471,42,1
20A.EU2,Slovenia,2020-08-31,60,7.5,0,20A.EU1,0.882352941176471,56,1
20A.EU2,Slovenia,2020-09-14,69,6.9,0,20A.EU1,0.873417721518987,70,1
20A.EU2,Slovenia,2020-09-28,87,9.66666666666667,0,20A.EU1,0.90625,84,1
20A.EU2,Slovenia,2020-10-12,86,14.3333333333333,0,20A.EU1,0.905263157894737,98,1
20A.EU2,Slovenia,2020-10-26,148,21.1428571428571,0,21J.Delta,0.919254658385093,112,1
20A.EU2,Slovenia,2020-11-09,22,22,0,20A.EU1,0.956521739130435,126,1
20A.EU2,Slovenia,2020-11-23,91,2.93548387096774,0,20A.EU1,0.739837398373984,140,1
20A.EU2,Slovenia,2020-12-07,86,6.14285714285714,0,20A.EU1,0.843137254901961,154,1
20A.EU2,Slovenia,2020-12-21,30,6,0,20A.EU1,0.810810810810811,168,1
20A.EU2,Slovenia,2021-01-04,35,1.45833333333333,0,20A.EU1,0.522388059701492,182,1
20A.EU2,Slovenia,2021-01-18,30,1.875,0,20A.EU1,0.447761194029851,196,1
20A.EU2,Slovenia,2021-02-01,27,0.428571428571429,0,20I.Alpha.V1,0.195652173913043,210,1
20A.EU2,Norway,2020-07-20,0,0,56,20A.EU1,0.971428571428571,14,1
20A.EU2,Norway,2020-08-03,0,0,42,20A.EU1,0.971428571428571,28,1
20A.EU2,Norway,2020-08-17,0,0,28,20A.EU1,0.971428571428571,42,1
20A.EU2,Norway,2020-08-31,0,0,14,20A.EU1,0.971428571428571,56,1
20A.EU2,Norway,2020-09-14,34,34,0,20A.EU1,0.971428571428571,70,1
20A.EU2,Norway,2020-09-28,22,2.2,0,20A.EU1,0.6875,84,1
20A.EU2,Norway,2020-10-26,18,0.6,0,20A.EU1,0.375,112,1
20A.EU2,Belgium,2020-07-20,0,0,56,20A.EU1,0.603960396039604,14,1
20A.EU2,Belgium,2020-08-03,0,0,42,20A.EU1,0.603960396039604,28,1
20A.EU2,Belgium,2020-08-17,0,0,28,20A.EU1,0.603960396039604,42,1
20A.EU2,Belgium,2020-08-31,0,0,14,20A.EU1,0.603960396039604,56,1
20A.EU2,Belgium,2020-09-14,61,1.525,0,20A.EU1,0.603960396039604,70,1
20A.EU2,Belgium,2020-09-28,53,1.51428571428571,0,20A.EU1,0.602272727272727,84,1
20A.EU2,Belgium,2020-10-12,134,1.81081081081081,0,20A.EU1,0.644230769230769,98,1
20A.EU2,Belgium,2020-10-26,64,2.66666666666667,0,20A.EU1,0.727272727272727,112,1
20A.EU2,Belgium,2020-11-09,57,1.11764705882353,0,20A.EU1,0.527777777777778,126,1
20A.EU2,Belgium,2020-11-23,36,1,0,20A.EU2,0.48,140,1
20A.EU2,Belgium,2020-12-07,56,1.51351351351351,0,20A.EU1,0.589473684210526,154,1
20A.EU2,Belgium,2020-12-21,32,0.666666666666667,0,20I.Alpha.V1,0.244274809160305,168,1
20A.EU2,Finland,2020-07-20,0,0,70,20A.EU1,0.966666666666667,14,1
20A.EU2,Finland,2020-08-03,0,0,56,20A.EU1,0.966666666666667,28,1
20A.EU2,Finland,2020-08-17,0,0,42,20A.EU1,0.966666666666667,42,1
20A.EU2,Finland,2020-08-31,0,0,28,20A.EU1,0.966666666666667,56,1
20A.EU2,Finland,2020-09-14,0,0,14,20A.EU1,0.966666666666667,70,1
20A.EU2,Finland,2020-09-28,29,29,0,20A.EU1,0.966666666666667,84,1
20A.EU2,Finland,2020-11-23,21,4.2,0,20A.EU1,0.807692307692308,140,1
20A.EU2,Finland,2020-12-21,23,0.522727272727273,0,20I.Alpha.V1,0.323943661971831,168,1
20A.EU2,Finland,2021-01-04,57,0.626373626373626,0,20I.Alpha.V1,0.28643216080402,182,1
20A.EU2,Netherlands,2020-07-20,0,0,70,20A.EU1,0.161616161616162,14,1
20A.EU2,Netherlands,2020-08-03,0,0,56,20A.EU1,0.161616161616162,28,1
20A.EU2,Netherlands,2020-08-17,0,0,42,20A.EU1,0.161616161616162,42,1
20A.EU2,Netherlands,2020-08-31,0,0,28,20A.EU1,0.161616161616162,56,1
20A.EU2,Netherlands,2020-09-14,16,0.192771084337349,14,20A.EU1,0.161616161616162,70,1
20A.EU2,Netherlands,2020-09-28,47,0.474747474747475,0,20A.EU1,0.321917808219178,84,1
20A.EU2,Netherlands,2020-10-12,58,0.379084967320261,0,20A.EU1,0.274881516587678,98,1
20A.S.126A,South Korea,2021-04-12,32,0.253968253968254,14,20I.Alpha.V1,0.143497757847534,280,1
20A.S.126A,South Korea,2021-04-26,56,0.509090909090909,0,20I.Alpha.V1,0.238297872340426,294,1
20A.S.126A,South Korea,2021-05-10,60,1.2,0,20I.Alpha.V1,0.4,308,1
20A.S.126A,South Korea,2021-05-24,92,2.19047619047619,0,20A.S.210T,0.519774011299435,322,1
20A.S.210T,Germany,2021-04-05,21,2.33333333333333,0,20B.S.796H,0.552631578947368,273,1
20A.S.210T,Germany,2021-04-19,32,0.82051282051282,0,21A.21B,0.380952380952381,287,1
20A.S.210T,France,2021-04-05,0,0,14,20B.S.796H,0.444444444444444,273,1
20A.S.210T,France,2021-04-19,16,1.23076923076923,0,20B.S.796H,0.444444444444444,287,1
20B.S.732A,Mexico,2020-11-23,20,1.42857142857143,0,21C.Epsilon,0.588235294117647,140,1
20B.S.732A,Mexico,2020-12-07,34,1.03030303030303,0,21C.Epsilon,0.507462686567164,154,1
20B.S.732A,Mexico,2020-12-21,61,3.58823529411765,0,21C.Epsilon,0.7625,168,1
20B.S.732A,Mexico,2021-01-04,143,14.3,0,21C.Epsilon,0.92258064516129,182,1
20B.S.732A,Mexico,2021-01-18,170,5.66666666666667,0,21C.Epsilon,0.825242718446602,196,1
20B.S.732A,Mexico,2021-02-01,542,16.9375,0,21C.Epsilon,0.92967409948542,210,1
20B.S.732A,Mexico,2021-02-15,658,13.7083333333333,0,21C.Epsilon,0.917712691771269,224,1
20B.S.732A,Mexico,2021-03-01,1066,17.1935483870968,0,21C.Epsilon,0.920552677029361,238,1
20B.S.732A,Mexico,2021-03-15,792,18,0,21C.Epsilon,0.897959183673469,252,1
20B.S.732A,Mexico,2021-03-29,808,15.2452830188679,0,20I.Alpha.V1,0.869752421959096,266,1
20B.S.732A,Mexico,2021-04-12,879,7.57758620689655,0,20I.Alpha.V1,0.782724844167409,280,1
20B.S.732A,Mexico,2021-04-26,917,3.85294117647059,0,20I.Alpha.V1,0.654532476802284,294,1
20B.S.732A,Mexico,2021-05-10,613,1.86890243902439,0,20J.Gamma.V3,0.448099415204678,308,1
20B.S.732A,Mexico,2021-05-24,358,0.567353407290016,0,20J.Gamma.V3,0.220715166461159,322,1
20B.S.732A,Mexico,2021-06-07,238,0.368421052631579,0,20J.Gamma.V3,0.144417475728155,336,1
20B.S.796H,United Kingdom,2021-03-08,17,1.7,0,21A.21B,0.607142857142857,245,1
20B.S.796H,United Kingdom,2021-03-22,20,0.833333333333333,0,21A.21B,0.454545454545455,259,1
20B.S.796H,Germany,2021-03-08,0,0,14,20A.S.210T,0.576923076923077,245,1
20B.S.796H,Germany,2021-03-22,15,1.66666666666667,0,20A.S.210T,0.576923076923077,259,1
20B.S.796H,Canada,2021-03-08,0,0,14,21A.21B,0.304347826086957,245,1
20B.S.796H,Canada,2021-03-22,21,0.446808510638298,0,21A.21B,0.304347826086957,259,1
20B.S.796H,USA,2021-03-08,22,0.241758241758242,14,21A.21B,0.189655172413793,245,1
20B.S.796H,USA,2021-03-22,74,0.420454545454545,0,21A.21B,0.293650793650794,259,1
